,URL,ID,Type,Index,Text,split_0,split_1,split_2,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,group
88,https://www.semanticscholar.org/paper/Utilizing-BERT-for-Aspect-Based-Sentiment-Analysis-Sun-Huang/0de47f354468283efc7765ec0b3588b2ae483c77,13,Abstract,1,"In this paper, we construct an auxiliary sentence from the aspect and convert ABSA to a sentence-pair classification task, such as question answering (QA) and natural language inference (NLI).","In this paper, we construct an auxiliary sentence from the aspect and convert ABSA to a sentence-pair classification task, such as question answering (QA) and natural language inference (NLI).",,,"['In', 'this', 'paper,', 'we', 'construct', 'an', 'auxiliary', 'sentence', 'from', 'the', 'aspect', 'and', 'convert', 'ABSA', 'to', 'a', 'sentence-pair', 'classification', 'task,', 'such', 'as', 'question', 'answering', '(QA)', 'and', 'natural', 'language', 'inference', '(NLI).']",,,,construct
89,https://www.semanticscholar.org/paper/Utilizing-BERT-for-Aspect-Based-Sentiment-Analysis-Sun-Huang/0de47f354468283efc7765ec0b3588b2ae483c77,13,Abstract,2,We fine-tune the pre-trained model from BERT and achieve new state-of-the-art results on SentiHood and SemEval-2014 Task 4 datasets,We fine-tune the pre-trained model from,BERT,and achieve new state-of-the-art results on SentiHood and SemEval-2014 Task 4 datasets,"['We', 'fine-tune', 'the', 'pre-trained', 'model', 'from', 'BERT', 'and', 'achieve', 'new', 'state-of-the-art', 'results', 'on', 'SentiHood', 'and', 'SemEval-2014', 'Task', '4', 'datasets']","(6, 7)","(39, 43)",0,tune
90,https://www.semanticscholar.org/paper/Utilizing-BERT-for-Aspect-Based-Sentiment-Analysis-Sun-Huang/0de47f354468283efc7765ec0b3588b2ae483c77,13,Title,0,Utilizing BERT for Aspect-Based Sentiment Analysis via Constructing Auxiliary Sentence.,Utilizing,BERT,for Aspect-Based Sentiment Analysis via Constructing Auxiliary Sentence.,"['Utilizing', 'BERT', 'for', 'Aspect-Based', 'Sentiment', 'Analysis', 'via', 'Constructing', 'Auxiliary', 'Sentence.']","(1, 2)","(9, 13)",0,BERT
91,https://www.semanticscholar.org/paper/Simple-Applications-of-BERT-for-Ad-Hoc-Document-Yang-Zhang/ea57734824426a427f8b9139da1ae574cc929543,14,Abstract,0,"Following recent successes in applying BERT to question answering, we explore simple applications to ad hoc document retrieval.",Following recent successes in applying,BERT,"to question answering, we explore simple applications to ad hoc document retrieval.","['Following', 'recent', 'successes', 'in', 'applying', 'BERT', 'to', 'question', 'answering,', 'we', 'explore', 'simple', 'applications', 'to', 'ad', 'hoc', 'document', 'retrieval.']","(5, 6)","(38, 42)",0,explore
92,https://www.semanticscholar.org/paper/Simple-Applications-of-BERT-for-Ad-Hoc-Document-Yang-Zhang/ea57734824426a427f8b9139da1ae574cc929543,14,Abstract,1,This required confronting the challenge posed by documents that are typically longer than the length of input BERT was designed to handle.,This required confronting the challenge posed by documents that are typically longer than the length of input,BERT,was designed to handle.,"['This', 'required', 'confronting', 'the', 'challenge', 'posed', 'by', 'documents', 'that', 'are', 'typically', 'longer', 'than', 'the', 'length', 'of', 'input', 'BERT', 'was', 'designed', 'to', 'handle.']","(17, 18)","(109, 113)",0,required
93,https://www.semanticscholar.org/paper/Simple-Applications-of-BERT-for-Ad-Hoc-Document-Yang-Zhang/ea57734824426a427f8b9139da1ae574cc929543,14,Abstract,2,"We address this issue by applying inference on sentences individually, and then aggregating sentence scores to produce document scores.","We address this issue by applying inference on sentences individually, and then aggregating sentence scores to produce document scores.",,,"['We', 'address', 'this', 'issue', 'by', 'applying', 'inference', 'on', 'sentences', 'individually,', 'and', 'then', 'aggregating', 'sentence', 'scores', 'to', 'produce', 'document', 'scores.']",,,,scores
94,https://www.semanticscholar.org/paper/Simple-Applications-of-BERT-for-Ad-Hoc-Document-Yang-Zhang/ea57734824426a427f8b9139da1ae574cc929543,14,Abstract,3,"Experiments on TREC microblog and newswire test collections show that our approach is simple yet effective, as we report the highest average precision on these datasets by neural approaches that we are aware of","Experiments on TREC microblog and newswire test collections show that our approach is simple yet effective, as we report the highest average precision on these datasets by neural approaches that we are aware of",,,"['Experiments', 'on', 'TREC', 'microblog', 'and', 'newswire', 'test', 'collections', 'show', 'that', 'our', 'approach', 'is', 'simple', 'yet', 'effective,', 'as', 'we', 'report', 'the', 'highest', 'average', 'precision', 'on', 'these', 'datasets', 'by', 'neural', 'approaches', 'that', 'we', 'are', 'aware', 'of']",,,,effective
95,https://www.semanticscholar.org/paper/Simple-Applications-of-BERT-for-Ad-Hoc-Document-Yang-Zhang/ea57734824426a427f8b9139da1ae574cc929543,14,Title,0,Simple Applications of BERT for Ad Hoc Document Retrieval.,Simple Applications of,BERT,for Ad Hoc Document Retrieval.,"['Simple', 'Applications', 'of', 'BERT', 'for', 'Ad', 'Hoc', 'Document', 'Retrieval.']","(3, 4)","(22, 26)",0,Simple
96,https://www.semanticscholar.org/paper/Revealing-the-Dark-Secrets-of-BERT-Kovaleva-Romanov/d78aed1dac6656affa4a04cbf225ced11a83d103,15,Abstract,0,"BERT-based architectures currently give state-of-the-art performance on many NLP tasks, but little is known about the exact mechanisms that contribute to its success.",,BERT,"-based architectures currently give state-of-the-art performance on many NLP tasks, but little is known about the exact mechanisms that contribute to its success.","['BERT', '-based', 'architectures', 'currently', 'give', 'state-of-the-art', 'performance', 'on', 'many', 'NLP', 'tasks,', 'but', 'little', 'is', 'known', 'about', 'the', 'exact', 'mechanisms', 'that', 'contribute', 'to', 'its', 'success.']","(0, 1)","(0, 4)",0,currently
97,https://www.semanticscholar.org/paper/Revealing-the-Dark-Secrets-of-BERT-Kovaleva-Romanov/d78aed1dac6656affa4a04cbf225ced11a83d103,15,Abstract,1,"In the current work, we focus on the interpretation of self-attention, which is one of the fundamental underlying components of BERT.","In the current work, we focus on the interpretation of self-attention, which is one of the fundamental underlying components of",BERT,.,"['In', 'the', 'current', 'work,', 'we', 'focus', 'on', 'the', 'interpretation', 'of', 'self-attention,', 'which', 'is', 'one', 'of', 'the', 'fundamental', 'underlying', 'components', 'of', 'BERT', '.']","(20, 21)","(127, 131)",0,focus
98,https://www.semanticscholar.org/paper/Revealing-the-Dark-Secrets-of-BERT-Kovaleva-Romanov/d78aed1dac6656affa4a04cbf225ced11a83d103,15,Abstract,2,"Using a subset of GLUE tasks and a set of handcrafted features-of-interest, we propose the methodology and carry out a qualitative and quantitative analysis of the information encoded by the individual BERT's heads.","Using a subset of GLUE tasks and a set of handcrafted features-of-interest, we propose the methodology and carry out a qualitative and quantitative analysis of the information encoded by the individual",BERT,'s heads.,"['Using', 'a', 'subset', 'of', 'GLUE', 'tasks', 'and', 'a', 'set', 'of', 'handcrafted', 'features-of-interest,', 'we', 'propose', 'the', 'methodology', 'and', 'carry', 'out', 'a', 'qualitative', 'and', 'quantitative', 'analysis', 'of', 'the', 'information', 'encoded', 'by', 'the', 'individual', 'BERT', ""'s"", 'heads.']","(31, 32)","(201, 205)",0,propose
99,https://www.semanticscholar.org/paper/Revealing-the-Dark-Secrets-of-BERT-Kovaleva-Romanov/d78aed1dac6656affa4a04cbf225ced11a83d103,15,Abstract,3,"Our findings suggest that there is a limited set of attention patterns that are repeated across different heads, indicating the overall model overparametrization.","Our findings suggest that there is a limited set of attention patterns that are repeated across different heads, indicating the overall model overparametrization.",,,"['Our', 'findings', 'suggest', 'that', 'there', 'is', 'a', 'limited', 'set', 'of', 'attention', 'patterns', 'that', 'are', 'repeated', 'across', 'different', 'heads,', 'indicating', 'the', 'overall', 'model', 'overparametrization.']",,,,findings
100,https://www.semanticscholar.org/paper/Revealing-the-Dark-Secrets-of-BERT-Kovaleva-Romanov/d78aed1dac6656affa4a04cbf225ced11a83d103,15,Abstract,4,"While different heads consistently use the same attention patterns, they have varying impact on performance across different tasks.","While different heads consistently use the same attention patterns, they have varying impact on performance across different tasks.",,,"['While', 'different', 'heads', 'consistently', 'use', 'the', 'same', 'attention', 'patterns,', 'they', 'have', 'varying', 'impact', 'on', 'performance', 'across', 'different', 'tasks.']",,,,have
101,https://www.semanticscholar.org/paper/Revealing-the-Dark-Secrets-of-BERT-Kovaleva-Romanov/d78aed1dac6656affa4a04cbf225ced11a83d103,15,Abstract,5,We show that manually disabling attention in certain heads leads to a performance improvement over the regular fine-tuned BERT models,We show that manually disabling attention in certain heads leads to a performance improvement over the regular fine-tuned,BERT,models,"['We', 'show', 'that', 'manually', 'disabling', 'attention', 'in', 'certain', 'heads', 'leads', 'to', 'a', 'performance', 'improvement', 'over', 'the', 'regular', 'fine-tuned', 'BERT', 'models']","(18, 19)","(121, 125)",0,We
102,https://www.semanticscholar.org/paper/Revealing-the-Dark-Secrets-of-BERT-Kovaleva-Romanov/d78aed1dac6656affa4a04cbf225ced11a83d103,15,Title,0,Revealing the Dark Secrets of BERT.,Revealing the Dark Secrets of,BERT,.,"['Revealing', 'the', 'Dark', 'Secrets', 'of', 'BERT', '.']","(5, 6)","(29, 33)",0,Revealing
103,https://www.semanticscholar.org/paper/Pre-Training-with-Whole-Word-Masking-for-Chinese-Cui-Che/2ff41a463a374b138bb5a012e5a32bc4beefec20,16,Abstract,0,Bidirectional Encoder Representations from Transformers (BERT) has shown marvelous improvements across various NLP tasks.,Bidirectional Encoder Representations from Transformers (,BERT,) has shown marvelous improvements across various NLP tasks.,"['Bidirectional', 'Encoder', 'Representations', 'from', 'Transformers', '(', 'BERT', ')', 'has', 'shown', 'marvelous', 'improvements', 'across', 'various', 'NLP', 'tasks.']","(6, 7)","(57, 61)",0,Encoder
104,https://www.semanticscholar.org/paper/Pre-Training-with-Whole-Word-Masking-for-Chinese-Cui-Che/2ff41a463a374b138bb5a012e5a32bc4beefec20,16,Abstract,1,"Recently, an upgraded version of BERT has been released with Whole Word Masking (WWM), which mitigate the drawbacks of masking partial WordPiece tokens in pre-training BERT.","Recently, an upgraded version of",BERT,"has been released with Whole Word Masking (WWM), which mitigate the drawbacks of masking partial WordPiece tokens in pre-training BERT.","['Recently,', 'an', 'upgraded', 'version', 'of', 'BERT', 'has', 'been', 'released', 'with', 'Whole', 'Word', 'Masking', '(WWM),', 'which', 'mitigate', 'the', 'drawbacks', 'of', 'masking', 'partial', 'WordPiece', 'tokens', 'in', 'pre-training', 'BERT.']","(5, 6)","(32, 36)",0,released
105,https://www.semanticscholar.org/paper/Pre-Training-with-Whole-Word-Masking-for-Chinese-Cui-Che/2ff41a463a374b138bb5a012e5a32bc4beefec20,16,Abstract,1,"Recently, an upgraded version of BERT has been released with Whole Word Masking (WWM), which mitigate the drawbacks of masking partial WordPiece tokens in pre-training BERT.","Recently, an upgraded version of BERT has been released with Whole Word Masking (WWM), which mitigate the drawbacks of masking partial WordPiece tokens in pre-training",BERT,.,"['Recently,', 'an', 'upgraded', 'version', 'of', 'BERT', 'has', 'been', 'released', 'with', 'Whole', 'Word', 'Masking', '(WWM),', 'which', 'mitigate', 'the', 'drawbacks', 'of', 'masking', 'partial', 'WordPiece', 'tokens', 'in', 'pre-training', 'BERT', '.']","(25, 26)","(167, 171)",0,released
106,https://www.semanticscholar.org/paper/Pre-Training-with-Whole-Word-Masking-for-Chinese-Cui-Che/2ff41a463a374b138bb5a012e5a32bc4beefec20,16,Abstract,2,"In this technical report, we adapt whole word masking in Chinese text, that masking the whole word instead of masking Chinese characters, which could bring another challenge in Masked Language Model (MLM) pre-training task.","In this technical report, we adapt whole word masking in Chinese text, that masking the whole word instead of masking Chinese characters, which could bring another challenge in Masked Language Model (MLM) pre-training task.",,,"['In', 'this', 'technical', 'report,', 'we', 'adapt', 'whole', 'word', 'masking', 'in', 'Chinese', 'text,', 'that', 'masking', 'the', 'whole', 'word', 'instead', 'of', 'masking', 'Chinese', 'characters,', 'which', 'could', 'bring', 'another', 'challenge', 'in', 'Masked', 'Language', 'Model', '(MLM)', 'pre-training', 'task.']",,,,word
107,https://www.semanticscholar.org/paper/Pre-Training-with-Whole-Word-Masking-for-Chinese-Cui-Che/2ff41a463a374b138bb5a012e5a32bc4beefec20,16,Abstract,3,The model was trained on the latest Chinese Wikipedia dump.,The model was trained on the latest Chinese Wikipedia dump.,,,"['The', 'model', 'was', 'trained', 'on', 'the', 'latest', 'Chinese', 'Wikipedia', 'dump.']",,,,trained
108,https://www.semanticscholar.org/paper/Pre-Training-with-Whole-Word-Masking-for-Chinese-Cui-Che/2ff41a463a374b138bb5a012e5a32bc4beefec20,16,Abstract,4,We aim to provide easy extensibility and better performance for Chinese BERT without changing any neural architecture or even hyper-parameters.,We aim to provide easy extensibility and better performance for Chinese,BERT,without changing any neural architecture or even hyper-parameters.,"['We', 'aim', 'to', 'provide', 'easy', 'extensibility', 'and', 'better', 'performance', 'for', 'Chinese', 'BERT', 'without', 'changing', 'any', 'neural', 'architecture', 'or', 'even', 'hyper-parameters.']","(11, 12)","(71, 75)",0,aim
109,https://www.semanticscholar.org/paper/Pre-Training-with-Whole-Word-Masking-for-Chinese-Cui-Che/2ff41a463a374b138bb5a012e5a32bc4beefec20,16,Abstract,5,"The model is verified on various NLP tasks, across sentence-level to document-level, including sentiment classification (ChnSentiCorp, Sina Weibo), named entity recognition (People Daily, MSRA-NER), natural language inference (XNLI), sentence pair matching (LCQMC, BQ Corpus), and machine reading comprehension (CMRC 2018, DRCD, CAIL RC).","The model is verified on various NLP tasks, across sentence-level to document-level, including sentiment classification (ChnSentiCorp, Sina Weibo), named entity recognition (People Daily, MSRA-NER), natural language inference (XNLI), sentence pair matching (LCQMC, BQ Corpus), and machine reading comprehension (CMRC 2018, DRCD, CAIL RC).",,,"['The', 'model', 'is', 'verified', 'on', 'various', 'NLP', 'tasks,', 'across', 'sentence-level', 'to', 'document-level,', 'including', 'sentiment', 'classification', '(ChnSentiCorp,', 'Sina', 'Weibo),', 'named', 'entity', 'recognition', '(People', 'Daily,', 'MSRA-NER),', 'natural', 'language', 'inference', '(XNLI),', 'sentence', 'pair', 'matching', '(LCQMC,', 'BQ', 'Corpus),', 'and', 'machine', 'reading', 'comprehension', '(CMRC', '2018,', 'DRCD,', 'CAIL', 'RC).']",,,,","
110,https://www.semanticscholar.org/paper/Pre-Training-with-Whole-Word-Masking-for-Chinese-Cui-Che/2ff41a463a374b138bb5a012e5a32bc4beefec20,16,Abstract,6,Experimental results on these datasets show that the whole word masking could bring another significant gain.,Experimental results on these datasets show that the whole word masking could bring another significant gain.,,,"['Experimental', 'results', 'on', 'these', 'datasets', 'show', 'that', 'the', 'whole', 'word', 'masking', 'could', 'bring', 'another', 'significant', 'gain.']",,,,show
111,https://www.semanticscholar.org/paper/Pre-Training-with-Whole-Word-Masking-for-Chinese-Cui-Che/2ff41a463a374b138bb5a012e5a32bc4beefec20,16,Abstract,7,"Moreover, we also examine the effectiveness of Chinese pre-trained models: BERT, ERNIE, BERT-wwm.","Moreover, we also examine the effectiveness of Chinese pre-trained models:",BERT,", ERNIE, BERT-wwm.","['Moreover,', 'we', 'also', 'examine', 'the', 'effectiveness', 'of', 'Chinese', 'pre-trained', 'models:', 'BERT', ',', 'ERNIE,', 'BERT-wwm.']","(10, 11)","(74, 78)",0,examine
112,https://www.semanticscholar.org/paper/Pre-Training-with-Whole-Word-Masking-for-Chinese-Cui-Che/2ff41a463a374b138bb5a012e5a32bc4beefec20,16,Abstract,7,"Moreover, we also examine the effectiveness of Chinese pre-trained models: BERT, ERNIE, BERT-wwm.","Moreover, we also examine the effectiveness of Chinese pre-trained models: BERT, ERNIE,",BERT,-wwm.,"['Moreover,', 'we', 'also', 'examine', 'the', 'effectiveness', 'of', 'Chinese', 'pre-trained', 'models:', 'BERT,', 'ERNIE,', 'BERT', '-wwm.']","(12, 13)","(87, 91)",0,examine
113,https://www.semanticscholar.org/paper/Pre-Training-with-Whole-Word-Masking-for-Chinese-Cui-Che/2ff41a463a374b138bb5a012e5a32bc4beefec20,16,Abstract,8,We release the pre-trained model (both TensorFlow and PyTorch) on GitHub: this https URL,We release the pre-trained model (both TensorFlow and PyTorch) on GitHub: this https URL,,,"['We', 'release', 'the', 'pre-trained', 'model', '(both', 'TensorFlow', 'and', 'PyTorch)', 'on', 'GitHub:', 'this', 'https', 'URL']",,,,release
114,https://www.semanticscholar.org/paper/Pre-Training-with-Whole-Word-Masking-for-Chinese-Cui-Che/2ff41a463a374b138bb5a012e5a32bc4beefec20,16,Title,0,Pre-Training with Whole Word Masking for Chinese BERT.,Pre-Training with Whole Word Masking for Chinese,BERT,.,"['Pre-Training', 'with', 'Whole', 'Word', 'Masking', 'for', 'Chinese', 'BERT', '.']","(7, 8)","(48, 52)",0,Training
115,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Abstract,0,BERT model has been successfully applied to open-domain QA tasks.,,BERT,model has been successfully applied to open-domain QA tasks.,"['BERT', 'model', 'has', 'been', 'successfully', 'applied', 'to', 'open-domain', 'QA', 'tasks.']","(0, 1)","(0, 4)",0,successfully
116,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Abstract,1,"However, previous work trains BERT by viewing passages corresponding to the same question as independent training instances, which may cause incomparable scores for answers from different passages.","However, previous work trains",BERT,"by viewing passages corresponding to the same question as independent training instances, which may cause incomparable scores for answers from different passages.","['However,', 'previous', 'work', 'trains', 'BERT', 'by', 'viewing', 'passages', 'corresponding', 'to', 'the', 'same', 'question', 'as', 'independent', 'training', 'instances,', 'which', 'may', 'cause', 'incomparable', 'scores', 'for', 'answers', 'from', 'different', 'passages.']","(4, 5)","(29, 33)",0,cause
117,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Abstract,2,"To tackle this issue, we propose a multi-passage BERT model to globally normalize answer scores across all passages of the same question, and this change enables our QA model find better answers by utilizing more passages.","To tackle this issue, we propose a multi-passage",BERT,"model to globally normalize answer scores across all passages of the same question, and this change enables our QA model find better answers by utilizing more passages.","['To', 'tackle', 'this', 'issue,', 'we', 'propose', 'a', 'multi-passage', 'BERT', 'model', 'to', 'globally', 'normalize', 'answer', 'scores', 'across', 'all', 'passages', 'of', 'the', 'same', 'question,', 'and', 'this', 'change', 'enables', 'our', 'QA', 'model', 'find', 'better', 'answers', 'by', 'utilizing', 'more', 'passages.']","(8, 9)","(48, 52)",0,propose
118,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Abstract,3,"In addition, we find that splitting articles into passages with the length of 100 words by sliding window improves performance by 4%.","In addition, we find that splitting articles into passages with the length of 100 words by sliding window improves performance by 4%.",,,"['In', 'addition,', 'we', 'find', 'that', 'splitting', 'articles', 'into', 'passages', 'with', 'the', 'length', 'of', '100', 'words', 'by', 'sliding', 'window', 'improves', 'performance', 'by', '4%.']",,,,find
119,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Abstract,4,"By leveraging a passage ranker to select high-quality passages, multi-passage BERT gains additional 2%.","By leveraging a passage ranker to select high-quality passages, multi-passage",BERT,gains additional 2%.,"['By', 'leveraging', 'a', 'passage', 'ranker', 'to', 'select', 'high-quality', 'passages,', 'multi-passage', 'BERT', 'gains', 'additional', '2%.']","(10, 11)","(77, 81)",0,By
120,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Abstract,5,Experiments on four standard benchmarks showed that our multi-passage BERT outperforms all state-of-the-art models on all benchmarks.,Experiments on four standard benchmarks showed that our multi-passage,BERT,outperforms all state-of-the-art models on all benchmarks.,"['Experiments', 'on', 'four', 'standard', 'benchmarks', 'showed', 'that', 'our', 'multi-passage', 'BERT', 'outperforms', 'all', 'state-of-the-art', 'models', 'on', 'all', 'benchmarks.']","(9, 10)","(69, 73)",0,showed
121,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Abstract,6,"In particular, on the OpenSQuAD dataset, our model gains 21.4% EM and 21.5% $F_1$ over all non-BERT models, and 5.8% EM and 6.5% $F_1$ over BERT-based models","In particular, on the OpenSQuAD dataset, our model gains 21.4% EM and 21.5% $F_1$ over all non-",BERT,"models, and 5.8% EM and 6.5% $F_1$ over BERT-based models","['In', 'particular,', 'on', 'the', 'OpenSQuAD', 'dataset,', 'our', 'model', 'gains', '21.4%', 'EM', 'and', '21.5%', '$F_1$', 'over', 'all', 'non-', 'BERT', 'models,', 'and', '5.8%', 'EM', 'and', '6.5%', '$F_1$', 'over', 'BERT-based', 'models']","(17, 18)","(95, 99)",0,In
122,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Abstract,6,"In particular, on the OpenSQuAD dataset, our model gains 21.4% EM and 21.5% $F_1$ over all non-BERT models, and 5.8% EM and 6.5% $F_1$ over BERT-based models","In particular, on the OpenSQuAD dataset, our model gains 21.4% EM and 21.5% $F_1$ over all non-BERT models, and 5.8% EM and 6.5% $F_1$ over",BERT,-based models,"['In', 'particular,', 'on', 'the', 'OpenSQuAD', 'dataset,', 'our', 'model', 'gains', '21.4%', 'EM', 'and', '21.5%', '$F_1$', 'over', 'all', 'non-BERT', 'models,', 'and', '5.8%', 'EM', 'and', '6.5%', '$F_1$', 'over', 'BERT', '-based', 'models']","(25, 26)","(139, 143)",0,and
123,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Title,0,Multi-passage BERT: A Globally Normalized BERT Model for Open-domain Question Answering.,Multi-passage,BERT,: A Globally Normalized BERT Model for Open-domain Question Answering.,"['Multi-passage', 'BERT', ':', 'A', 'Globally', 'Normalized', 'BERT', 'Model', 'for', 'Open-domain', 'Question', 'Answering.']","(1, 2)","(13, 17)",0,passage
124,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Title,0,Multi-passage BERT: A Globally Normalized BERT Model for Open-domain Question Answering.,Multi-passage BERT: A Globally Normalized,BERT,Model for Open-domain Question Answering.,"['Multi-passage', 'BERT:', 'A', 'Globally', 'Normalized', 'BERT', 'Model', 'for', 'Open-domain', 'Question', 'Answering.']","(5, 6)","(41, 45)",0,passage
125,https://www.semanticscholar.org/paper/BERT-for-Joint-Intent-Classification-and-Slot-Chen-Zhuo/476029ac9be26bf7f121a388f5c1e45d204efe52,18,Abstract,0,Intent classification and slot filling are two essential tasks for natural language understanding.,Intent classification and slot filling are two essential tasks for natural language understanding.,,,"['Intent', 'classification', 'and', 'slot', 'filling', 'are', 'two', 'essential', 'tasks', 'for', 'natural', 'language', 'understanding.']",,,,are
126,https://www.semanticscholar.org/paper/BERT-for-Joint-Intent-Classification-and-Slot-Chen-Zhuo/476029ac9be26bf7f121a388f5c1e45d204efe52,18,Abstract,1,"They often suffer from small-scale human-labeled training data, resulting in poor generalization capability, especially for rare words.","They often suffer from small-scale human-labeled training data, resulting in poor generalization capability, especially for rare words.",,,"['They', 'often', 'suffer', 'from', 'small-scale', 'human-labeled', 'training', 'data,', 'resulting', 'in', 'poor', 'generalization', 'capability,', 'especially', 'for', 'rare', 'words.']",,,,suffer
127,https://www.semanticscholar.org/paper/BERT-for-Joint-Intent-Classification-and-Slot-Chen-Zhuo/476029ac9be26bf7f121a388f5c1e45d204efe52,18,Abstract,2,"Recently a new language representation model, BERT (Bidirectional Encoder Representations from Transformers), facilitates pre-training deep bidirectional representations on large-scale unlabeled corpora, and has created state-of-the-art models for a wide variety of natural language processing tasks after simple fine-tuning.","Recently a new language representation model,",BERT,"(Bidirectional Encoder Representations from Transformers), facilitates pre-training deep bidirectional representations on large-scale unlabeled corpora, and has created state-of-the-art models for a wide variety of natural language processing tasks after simple fine-tuning.","['Recently', 'a', 'new', 'language', 'representation', 'model,', 'BERT', '(Bidirectional', 'Encoder', 'Representations', 'from', 'Transformers),', 'facilitates', 'pre-training', 'deep', 'bidirectional', 'representations', 'on', 'large-scale', 'unlabeled', 'corpora,', 'and', 'has', 'created', 'state-of-the-art', 'models', 'for', 'a', 'wide', 'variety', 'of', 'natural', 'language', 'processing', 'tasks', 'after', 'simple', 'fine-tuning.']","(6, 7)","(45, 49)",0,state
128,https://www.semanticscholar.org/paper/BERT-for-Joint-Intent-Classification-and-Slot-Chen-Zhuo/476029ac9be26bf7f121a388f5c1e45d204efe52,18,Abstract,3,"However, there has not been much effort on exploring BERT for natural language understanding.","However, there has not been much effort on exploring",BERT,for natural language understanding.,"['However,', 'there', 'has', 'not', 'been', 'much', 'effort', 'on', 'exploring', 'BERT', 'for', 'natural', 'language', 'understanding.']","(9, 10)","(52, 56)",0,much
129,https://www.semanticscholar.org/paper/BERT-for-Joint-Intent-Classification-and-Slot-Chen-Zhuo/476029ac9be26bf7f121a388f5c1e45d204efe52,18,Abstract,4,"In this work, we propose a joint intent classification and slot filling model based on BERT.","In this work, we propose a joint intent classification and slot filling model based on",BERT,.,"['In', 'this', 'work,', 'we', 'propose', 'a', 'joint', 'intent', 'classification', 'and', 'slot', 'filling', 'model', 'based', 'on', 'BERT', '.']","(15, 16)","(86, 90)",0,propose
130,https://www.semanticscholar.org/paper/BERT-for-Joint-Intent-Classification-and-Slot-Chen-Zhuo/476029ac9be26bf7f121a388f5c1e45d204efe52,18,Abstract,5,"Experimental results demonstrate that our proposed model achieves significant improvement on intent classification accuracy, slot filling F1, and sentence-level semantic frame accuracy on several public benchmark datasets, compared to the attention-based recurrent neural network models and slot-gated models","Experimental results demonstrate that our proposed model achieves significant improvement on intent classification accuracy, slot filling F1, and sentence-level semantic frame accuracy on several public benchmark datasets, compared to the attention-based recurrent neural network models and slot-gated models",,,"['Experimental', 'results', 'demonstrate', 'that', 'our', 'proposed', 'model', 'achieves', 'significant', 'improvement', 'on', 'intent', 'classification', 'accuracy,', 'slot', 'filling', 'F1,', 'and', 'sentence-level', 'semantic', 'frame', 'accuracy', 'on', 'several', 'public', 'benchmark', 'datasets,', 'compared', 'to', 'the', 'attention-based', 'recurrent', 'neural', 'network', 'models', 'and', 'slot-gated', 'models']",,,,demonstrate
131,https://www.semanticscholar.org/paper/BERT-for-Joint-Intent-Classification-and-Slot-Chen-Zhuo/476029ac9be26bf7f121a388f5c1e45d204efe52,18,Title,0,BERT for Joint Intent Classification and Slot Filling.,,BERT,for Joint Intent Classification and Slot Filling.,"['BERT', 'for', 'Joint', 'Intent', 'Classification', 'and', 'Slot', 'Filling.']","(0, 1)","(0, 4)",0,BERT
132,https://www.semanticscholar.org/paper/BERT-with-History-Answer-Embedding-for-Question-Qu-Yang/8495c1722e1f5107733c842839c2d298b9116921,19,Abstract,0,Conversational search is an emerging topic in the information retrieval community.,Conversational search is an emerging topic in the information retrieval community.,,,"['Conversational', 'search', 'is', 'an', 'emerging', 'topic', 'in', 'the', 'information', 'retrieval', 'community.']",,,,is
