,URL,ID,Type,Index,Text,split_0,split_1,split_2,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,group,group2,group3,group4,group5,group6,group7,group8,group9
125,https://www.semanticscholar.org/paper/Pre-Training-with-Whole-Word-Masking-for-Chinese-Cui-Che/2ff41a463a374b138bb5a012e5a32bc4beefec20,16,Abstract,7,"Moreover, we also examine the effectiveness of Chinese pre-trained models: BERT, ERNIE, BERT-wwm.","Moreover , we also examine the effectiveness of Chinese pre - trained models :",BERT,", ERNIE , BERT - wwm .","['Moreover', ',', 'we', 'also', 'examine', 'the', 'effectiveness', 'of', 'Chinese', 'pre', '-', 'trained', 'models', ':', 'BERT', ',', 'ERNIE', ',', 'BERT', '-', 'wwm', '.']","(14, 15)","(78, 82)",0,examine,"[',', 'we']","['the effectiveness of Chinese pre - trained models : BERT , ERNIE , BERT - wwm .']",-1.0,0.0,19.0,27.0,19.0,27.0
126,https://www.semanticscholar.org/paper/Pre-Training-with-Whole-Word-Masking-for-Chinese-Cui-Che/2ff41a463a374b138bb5a012e5a32bc4beefec20,16,Abstract,7,"Moreover, we also examine the effectiveness of Chinese pre-trained models: BERT, ERNIE, BERT-wwm.","Moreover , we also examine the effectiveness of Chinese pre - trained models : BERT , ERNIE ,",BERT - wwm,.,"['Moreover', ',', 'we', 'also', 'examine', 'the', 'effectiveness', 'of', 'Chinese', 'pre', '-', 'trained', 'models', ':', 'BERT', ',', 'ERNIE', ',', 'BERT', '-', 'wwm', '.']","(18, 21)","(93, 103)",0,examine,"[',', 'we']","['the effectiveness of Chinese pre - trained models : BERT , ERNIE , BERT - wwm .']",-1.0,0.0,19.0,27.0,19.0,27.0
127,https://www.semanticscholar.org/paper/Pre-Training-with-Whole-Word-Masking-for-Chinese-Cui-Che/2ff41a463a374b138bb5a012e5a32bc4beefec20,16,Abstract,8,We release the pre-trained model (both TensorFlow and PyTorch) on GitHub: this https URL,We release the pre-trained model (both TensorFlow and PyTorch) on GitHub: this https URL,,,"['We', 'release', 'the', 'pre-trained', 'model', '(both', 'TensorFlow', 'and', 'PyTorch)', 'on', 'GitHub:', 'this', 'https', 'URL']",,,,,,,,,,,,
128,https://www.semanticscholar.org/paper/Pre-Training-with-Whole-Word-Masking-for-Chinese-Cui-Che/2ff41a463a374b138bb5a012e5a32bc4beefec20,16,Title,0,Pre-Training with Whole Word Masking for Chinese BERT.,Pre-Training with Whole Word Masking for Chinese,BERT,.,"['Pre-Training', 'with', 'Whole', 'Word', 'Masking', 'for', 'Chinese', 'BERT', '.']","(7, 8)","(48, 52)",0,,,,,,,,,
129,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Abstract,0,BERT model has been successfully applied to open-domain QA tasks.,,BERT,model has been successfully applied to open - domain QA tasks .,"['BERT', 'model', 'has', 'been', 'successfully', 'applied', 'to', 'open', '-', 'domain', 'QA', 'tasks', '.']","(0, 1)","(0, 4)",0,,,,,,,,,
130,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Abstract,1,"However, previous work trains BERT by viewing passages corresponding to the same question as independent training instances, which may cause incomparable scores for answers from different passages.","However , previous work trains",BERT,"by viewing passages corresponding to the same question as independent training instances , which may cause incomparable scores for answers from different passages .","['However', ',', 'previous', 'work', 'trains', 'BERT', 'by', 'viewing', 'passages', 'corresponding', 'to', 'the', 'same', 'question', 'as', 'independent', 'training', 'instances', ',', 'which', 'may', 'cause', 'incomparable', 'scores', 'for', 'answers', 'from', 'different', 'passages', '.']","(5, 6)","(30, 34)",0,BERT,['previous work trains'],[],0.0,1.0,31.0,36.0,0.0,5.0
131,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Abstract,2,"To tackle this issue, we propose a multi-passage BERT model to globally normalize answer scores across all passages of the same question, and this change enables our QA model find better answers by utilizing more passages.","To tackle this issue , we propose",a multi - passage BERT model to globally normalize answer scores across all passages of the same question,", and this change enables our QA model find better answers by utilizing more passages .","['To', 'tackle', 'this', 'issue', ',', 'we', 'propose', 'a', 'multi', '-', 'passage', 'BERT', 'model', 'to', 'globally', 'normalize', 'answer', 'scores', 'across', 'all', 'passages', 'of', 'the', 'same', 'question', ',', 'and', 'this', 'change', 'enables', 'our', 'QA', 'model', 'find', 'better', 'answers', 'by', 'utilizing', 'more', 'passages', '.']","(7, 25)","(33, 138)",18,propose,"['To', 'we', 'tackle this issue']","['a multi - passage BERT model to globally normalize answer scores across all passages of the same question ,', 'this change enables our QA model find better answers by utilizing more passages .']",-1.0,0.0,26.0,34.0,26.0,34.0
132,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Abstract,3,"In addition, we find that splitting articles into passages with the length of 100 words by sliding window improves performance by 4%.","In addition, we find that splitting articles into passages with the length of 100 words by sliding window improves performance by 4%.",,,"['In', 'addition,', 'we', 'find', 'that', 'splitting', 'articles', 'into', 'passages', 'with', 'the', 'length', 'of', '100', 'words', 'by', 'sliding', 'window', 'improves', 'performance', 'by', '4%.']",,,,,,,,,,,,
133,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Abstract,4,"By leveraging a passage ranker to select high-quality passages, multi-passage BERT gains additional 2%.","By leveraging a passage ranker to select high-quality passages , multi-passage",BERT,gains additional 2 % .,"['By', 'leveraging', 'a', 'passage', 'ranker', 'to', 'select', 'high-quality', 'passages', ',', 'multi-passage', 'BERT', 'gains', 'additional', '2', '%', '.']","(11, 12)","(78, 82)",0,gains,['BERT .'],['additional 2 %'],1.0,2.0,88.0,94.0,4.0,10.0
134,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Abstract,5,Experiments on four standard benchmarks showed that our multi-passage BERT outperforms all state-of-the-art models on all benchmarks.,Experiments on four standard benchmarks showed that,our multi - passage BERT,outperforms all state - of - the - art models on all benchmarks .,"['Experiments', 'on', 'four', 'standard', 'benchmarks', 'showed', 'that', 'our', 'multi', '-', 'passage', 'BERT', 'outperforms', 'all', 'state', '-', 'of', '-', 'the', '-', 'art', 'models', 'on', 'all', 'benchmarks', '.']","(7, 12)","(51, 75)",20,showed,['Experiments on four standard benchmarks'],['that our multi - passage BERT outperforms all state - of - the - art models on all benchmarks'],-1.0,0.0,40.0,47.0,40.0,47.0
135,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Abstract,6,"In particular, on the OpenSQuAD dataset, our model gains 21.4% EM and 21.5% $F_1$ over all non-BERT models, and 5.8% EM and 6.5% $F_1$ over BERT-based models","In particular , on the OpenSQuAD dataset , our model gains 21.4 % EM and 21.5 % $ F_1 $ over all non -",BERT,"models , and 5.8 % EM and 6.5 % $ F_1 $ over BERT - based models","['In', 'particular', ',', 'on', 'the', 'OpenSQuAD', 'dataset', ',', 'our', 'model', 'gains', '21.4', '%', 'EM', 'and', '21.5', '%', '$', 'F_1', '$', 'over', 'all', 'non', '-', 'BERT', 'models', ',', 'and', '5.8', '%', 'EM', 'and', '6.5', '%', '$', 'F_1', '$', 'over', 'BERT', '-', 'based', 'models']","(24, 25)","(102, 106)",0,,,,,,,,,
136,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Abstract,6,"In particular, on the OpenSQuAD dataset, our model gains 21.4% EM and 21.5% $F_1$ over all non-BERT models, and 5.8% EM and 6.5% $F_1$ over BERT-based models","In particular , on the OpenSQuAD dataset ,",our model,"gains 21.4 % EM and 21.5 % $ F_1 $ over all non - BERT models , and 5.8 % EM and 6.5 % $ F_1 $ over BERT - based models","['In', 'particular', ',', 'on', 'the', 'OpenSQuAD', 'dataset', ',', 'our', 'model', 'gains', '21.4', '%', 'EM', 'and', '21.5', '%', '$', 'F_1', '$', 'over', 'all', 'non', '-', 'BERT', 'models', ',', 'and', '5.8', '%', 'EM', 'and', '6.5', '%', '$', 'F_1', '$', 'over', 'BERT', '-', 'based', 'models']","(8, 10)","(42, 51)",-1,,,,,,,,,
137,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Title,0,Multi-passage BERT: A Globally Normalized BERT Model for Open-domain Question Answering.,Multi-passage,BERT,: A Globally Normalized BERT Model for Open-domain Question Answering .,"['Multi-passage', 'BERT', ':', 'A', 'Globally', 'Normalized', 'BERT', 'Model', 'for', 'Open-domain', 'Question', 'Answering', '.']","(1, 2)","(13, 17)",0,,,,,,,,,
138,https://www.semanticscholar.org/paper/Multi-passage-BERT%3A-A-Globally-Normalized-BERT-for-Wang-Ng/0cf535110808d33fdf4db3ffa1621dea16e29c0d,17,Title,0,Multi-passage BERT: A Globally Normalized BERT Model for Open-domain Question Answering.,Multi-passage BERT : A Globally Normalized,BERT,Model for Open-domain Question Answering .,"['Multi-passage', 'BERT', ':', 'A', 'Globally', 'Normalized', 'BERT', 'Model', 'for', 'Open-domain', 'Question', 'Answering', '.']","(6, 7)","(42, 46)",0,,,,,,,,,
139,https://www.semanticscholar.org/paper/BERT-for-Joint-Intent-Classification-and-Slot-Chen-Zhuo/476029ac9be26bf7f121a388f5c1e45d204efe52,18,Abstract,0,Intent classification and slot filling are two essential tasks for natural language understanding.,Intent classification and slot filling are two essential tasks for natural language understanding.,,,"['Intent', 'classification', 'and', 'slot', 'filling', 'are', 'two', 'essential', 'tasks', 'for', 'natural', 'language', 'understanding.']",,,,,,,,,,,,
140,https://www.semanticscholar.org/paper/BERT-for-Joint-Intent-Classification-and-Slot-Chen-Zhuo/476029ac9be26bf7f121a388f5c1e45d204efe52,18,Abstract,1,"They often suffer from small-scale human-labeled training data, resulting in poor generalization capability, especially for rare words.","They often suffer from small-scale human-labeled training data, resulting in poor generalization capability, especially for rare words.",,,"['They', 'often', 'suffer', 'from', 'small-scale', 'human-labeled', 'training', 'data,', 'resulting', 'in', 'poor', 'generalization', 'capability,', 'especially', 'for', 'rare', 'words.']",,,,,,,,,,,,
141,https://www.semanticscholar.org/paper/BERT-for-Joint-Intent-Classification-and-Slot-Chen-Zhuo/476029ac9be26bf7f121a388f5c1e45d204efe52,18,Abstract,2,"Recently a new language representation model, BERT (Bidirectional Encoder Representations from Transformers), facilitates pre-training deep bidirectional representations on large-scale unlabeled corpora, and has created state-of-the-art models for a wide variety of natural language processing tasks after simple fine-tuning.","Recently a new language representation model ,",BERT,"( Bidirectional Encoder Representations from Transformers ) , facilitates pre-training deep bidirectional representations on large-scale unlabeled corpora , and has created state-of-the-art models for a wide variety of natural language processing tasks after simple fine-tuning .","['Recently', 'a', 'new', 'language', 'representation', 'model', ',', 'BERT', '(', 'Bidirectional', 'Encoder', 'Representations', 'from', 'Transformers', ')', ',', 'facilitates', 'pre-training', 'deep', 'bidirectional', 'representations', 'on', 'large-scale', 'unlabeled', 'corpora', ',', 'and', 'has', 'created', 'state-of-the-art', 'models', 'for', 'a', 'wide', 'variety', 'of', 'natural', 'language', 'processing', 'tasks', 'after', 'simple', 'fine-tuning', '.']","(7, 8)","(46, 50)",0,,,,,,,,,
142,https://www.semanticscholar.org/paper/BERT-for-Joint-Intent-Classification-and-Slot-Chen-Zhuo/476029ac9be26bf7f121a388f5c1e45d204efe52,18,Abstract,3,"However, there has not been much effort on exploring BERT for natural language understanding.","However , there has not been much effort on exploring",BERT,for natural language understanding .,"['However', ',', 'there', 'has', 'not', 'been', 'much', 'effort', 'on', 'exploring', 'BERT', 'for', 'natural', 'language', 'understanding', '.']","(10, 11)","(53, 57)",0,exploring,[],['BERT'],-1.0,0.0,44.0,54.0,44.0,54.0
143,https://www.semanticscholar.org/paper/BERT-for-Joint-Intent-Classification-and-Slot-Chen-Zhuo/476029ac9be26bf7f121a388f5c1e45d204efe52,18,Abstract,4,"In this work, we propose a joint intent classification and slot filling model based on BERT.","In this work , we propose a joint intent classification and slot filling model based on",BERT,.,"['In', 'this', 'work', ',', 'we', 'propose', 'a', 'joint', 'intent', 'classification', 'and', 'slot', 'filling', 'model', 'based', 'on', 'BERT', '.']","(16, 17)","(87, 91)",0,based,['a joint intent classification and slot filling model'],[],-1.0,0.0,79.0,85.0,79.0,85.0
144,https://www.semanticscholar.org/paper/BERT-for-Joint-Intent-Classification-and-Slot-Chen-Zhuo/476029ac9be26bf7f121a388f5c1e45d204efe52,18,Abstract,4,"In this work, we propose a joint intent classification and slot filling model based on BERT.","In this work , we propose",a joint intent classification and slot filling model based on BERT,.,"['In', 'this', 'work', ',', 'we', 'propose', 'a', 'joint', 'intent', 'classification', 'and', 'slot', 'filling', 'model', 'based', 'on', 'BERT', '.']","(6, 17)","(25, 91)",62,based,['a joint intent classification and slot filling model'],[],0.0,1.0,79.0,85.0,53.0,59.0
145,https://www.semanticscholar.org/paper/BERT-for-Joint-Intent-Classification-and-Slot-Chen-Zhuo/476029ac9be26bf7f121a388f5c1e45d204efe52,18,Abstract,5,"Experimental results demonstrate that our proposed model achieves significant improvement on intent classification accuracy, slot filling F1, and sentence-level semantic frame accuracy on several public benchmark datasets, compared to the attention-based recurrent neural network models and slot-gated models",Experimental results demonstrate that,our proposed model,"achieves significant improvement on intent classification accuracy , slot filling F1 , and sentence - level semantic frame accuracy on several public benchmark datasets , compared to the attention - based recurrent neural network models and slot - gated models","['Experimental', 'results', 'demonstrate', 'that', 'our', 'proposed', 'model', 'achieves', 'significant', 'improvement', 'on', 'intent', 'classification', 'accuracy', ',', 'slot', 'filling', 'F1', ',', 'and', 'sentence', '-', 'level', 'semantic', 'frame', 'accuracy', 'on', 'several', 'public', 'benchmark', 'datasets', ',', 'compared', 'to', 'the', 'attention', '-', 'based', 'recurrent', 'neural', 'network', 'models', 'and', 'slot', '-', 'gated', 'models']","(4, 7)","(37, 55)",-1,achieves,['our proposed model'],['significant improvement'],1.0,2.0,57.0,66.0,0.0,9.0
146,https://www.semanticscholar.org/paper/BERT-for-Joint-Intent-Classification-and-Slot-Chen-Zhuo/476029ac9be26bf7f121a388f5c1e45d204efe52,18,Title,0,BERT for Joint Intent Classification and Slot Filling.,,BERT,for Joint Intent Classification and Slot Filling .,"['BERT', 'for', 'Joint', 'Intent', 'Classification', 'and', 'Slot', 'Filling', '.']","(0, 1)","(0, 4)",0,,,,,,,,,
147,https://www.semanticscholar.org/paper/BERT-with-History-Answer-Embedding-for-Question-Qu-Yang/8495c1722e1f5107733c842839c2d298b9116921,19,Abstract,0,Conversational search is an emerging topic in the information retrieval community.,Conversational search is an emerging topic in the information retrieval community.,,,"['Conversational', 'search', 'is', 'an', 'emerging', 'topic', 'in', 'the', 'information', 'retrieval', 'community.']",,,,,,,,,,,,
148,https://www.semanticscholar.org/paper/BERT-with-History-Answer-Embedding-for-Question-Qu-Yang/8495c1722e1f5107733c842839c2d298b9116921,19,Abstract,1,One of the major challenges to multi-turn conversational search is to model the conversation history to answer the current question.,One of the major challenges to multi-turn conversational search is to model the conversation history to answer the current question.,,,"['One', 'of', 'the', 'major', 'challenges', 'to', 'multi-turn', 'conversational', 'search', 'is', 'to', 'model', 'the', 'conversation', 'history', 'to', 'answer', 'the', 'current', 'question.']",,,,,,,,,,,,
149,https://www.semanticscholar.org/paper/BERT-with-History-Answer-Embedding-for-Question-Qu-Yang/8495c1722e1f5107733c842839c2d298b9116921,19,Abstract,2,Existing methods either prepend history turns to the current question or use complicated attention mechanisms to model the history.,Existing methods either prepend history turns to the current question or use complicated attention mechanisms to model the history.,,,"['Existing', 'methods', 'either', 'prepend', 'history', 'turns', 'to', 'the', 'current', 'question', 'or', 'use', 'complicated', 'attention', 'mechanisms', 'to', 'model', 'the', 'history.']",,,,,,,,,,,,
150,https://www.semanticscholar.org/paper/BERT-with-History-Answer-Embedding-for-Question-Qu-Yang/8495c1722e1f5107733c842839c2d298b9116921,19,Abstract,3,We propose a conceptually simple yet highly effective approach referred to as history answer embedding.,We propose a conceptually simple yet highly effective approach referred to as history answer embedding.,,,"['We', 'propose', 'a', 'conceptually', 'simple', 'yet', 'highly', 'effective', 'approach', 'referred', 'to', 'as', 'history', 'answer', 'embedding.']",,,,,,,,,,,,
151,https://www.semanticscholar.org/paper/BERT-with-History-Answer-Embedding-for-Question-Qu-Yang/8495c1722e1f5107733c842839c2d298b9116921,19,Abstract,4,It enables seamless integration of conversation history into a conversational question answering (ConvQA) model built on BERT (Bidirectional Encoder Representations from Transformers).,It enables seamless integration of conversation history into a conversational question answering ( ConvQA ) model built on,BERT,( Bidirectional Encoder Representations from Transformers ) .,"['It', 'enables', 'seamless', 'integration', 'of', 'conversation', 'history', 'into', 'a', 'conversational', 'question', 'answering', '(', 'ConvQA', ')', 'model', 'built', 'on', 'BERT', '(', 'Bidirectional', 'Encoder', 'Representations', 'from', 'Transformers', ')', '.']","(18, 19)","(122, 126)",0,built,[],[],-1.0,0.0,114.0,120.0,114.0,120.0
152,https://www.semanticscholar.org/paper/BERT-with-History-Answer-Embedding-for-Question-Qu-Yang/8495c1722e1f5107733c842839c2d298b9116921,19,Abstract,5,"We first explain our view that ConvQA is a simplified but concrete setting of conversational search, and then we provide a general framework to solve ConvQA.","We first explain our view that ConvQA is a simplified but concrete setting of conversational search, and then we provide a general framework to solve ConvQA.",,,"['We', 'first', 'explain', 'our', 'view', 'that', 'ConvQA', 'is', 'a', 'simplified', 'but', 'concrete', 'setting', 'of', 'conversational', 'search,', 'and', 'then', 'we', 'provide', 'a', 'general', 'framework', 'to', 'solve', 'ConvQA.']",,,,,,,,,,,,
153,https://www.semanticscholar.org/paper/BERT-with-History-Answer-Embedding-for-Question-Qu-Yang/8495c1722e1f5107733c842839c2d298b9116921,19,Abstract,6,We further demonstrate the effectiveness of our approach under this framework.,We further demonstrate the effectiveness of our approach under this framework.,,,"['We', 'further', 'demonstrate', 'the', 'effectiveness', 'of', 'our', 'approach', 'under', 'this', 'framework.']",,,,,,,,,,,,
154,https://www.semanticscholar.org/paper/BERT-with-History-Answer-Embedding-for-Question-Qu-Yang/8495c1722e1f5107733c842839c2d298b9116921,19,Abstract,7,"Finally, we analyze the impact of different numbers of history turns under different settings to provide new insights into conversation history modeling in ConvQA","Finally, we analyze the impact of different numbers of history turns under different settings to provide new insights into conversation history modeling in ConvQA",,,"['Finally,', 'we', 'analyze', 'the', 'impact', 'of', 'different', 'numbers', 'of', 'history', 'turns', 'under', 'different', 'settings', 'to', 'provide', 'new', 'insights', 'into', 'conversation', 'history', 'modeling', 'in', 'ConvQA']",,,,,,,,,,,,
155,https://www.semanticscholar.org/paper/BERT-with-History-Answer-Embedding-for-Question-Qu-Yang/8495c1722e1f5107733c842839c2d298b9116921,19,Title,0,BERT with History Answer Embedding for Conversational Question Answering.,,BERT,with History Answer Embedding for Conversational Question Answering .,"['BERT', 'with', 'History', 'Answer', 'Embedding', 'for', 'Conversational', 'Question', 'Answering', '.']","(0, 1)","(0, 4)",0,BERT,[],[],0.0,1.0,0.0,5.0,0.0,5.0
156,https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,0,This paper studies the performances and behaviors of BERT in ranking tasks.,This paper studies the performances and behaviors of,BERT,in ranking tasks .,"['This', 'paper', 'studies', 'the', 'performances', 'and', 'behaviors', 'of', 'BERT', 'in', 'ranking', 'tasks', '.']","(8, 9)","(52, 56)",0,studies,['This'],"['the performances and behaviors of BERT in ranking tasks', '.']",-1.0,0.0,11.0,19.0,11.0,19.0
157,https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,1,We explore several different ways to leverage the pre-trained BERT and fine-tune it on two ranking tasks: MS MARCO passage reranking and TREC Web Track ad hoc document ranking.,We explore several different ways to leverage,the pre - trained BERT,and fine - tune it on two ranking tasks : MS MARCO passage reranking and TREC Web Track ad hoc document ranking .,"['We', 'explore', 'several', 'different', 'ways', 'to', 'leverage', 'the', 'pre', '-', 'trained', 'BERT', 'and', 'fine', '-', 'tune', 'it', 'on', 'two', 'ranking', 'tasks', ':', 'MS', 'MARCO', 'passage', 'reranking', 'and', 'TREC', 'Web', 'Track', 'ad', 'hoc', 'document', 'ranking', '.']","(7, 12)","(45, 67)",18,to leverage,[],"['the pre - trained BERT and', 'fine - tune it on two ranking tasks']",-1.0,0.0,34.0,46.0,34.0,46.0
158,https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,1,We explore several different ways to leverage the pre-trained BERT and fine-tune it on two ranking tasks: MS MARCO passage reranking and TREC Web Track ad hoc document ranking.,We explore several different ways to leverage the pre - trained BERT and fine - tune,it,on two ranking tasks : MS MARCO passage reranking and TREC Web Track ad hoc document ranking .,"['We', 'explore', 'several', 'different', 'ways', 'to', 'leverage', 'the', 'pre', '-', 'trained', 'BERT', 'and', 'fine', '-', 'tune', 'it', 'on', 'two', 'ranking', 'tasks', ':', 'MS', 'MARCO', 'passage', 'reranking', 'and', 'TREC', 'Web', 'Track', 'ad', 'hoc', 'document', 'ranking', '.']","(16, 17)","(84, 86)",-1,to leverage,[],"['the pre - trained BERT and', 'fine - tune it on two ranking tasks']",-1.0,0.0,34.0,46.0,34.0,46.0
159,https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,2,"Experimental results on MS MARCO demonstrate the strong effectiveness of BERT in question-answering focused passage ranking tasks, as well as the fact that BERT is a strong interaction-based seq2seq matching model.",Experimental results on MS MARCO demonstrate the strong effectiveness of,BERT,"in question - answering focused passage ranking tasks , as well as the fact that BERT is a strong interaction - based seq2seq matching model .","['Experimental', 'results', 'on', 'MS', 'MARCO', 'demonstrate', 'the', 'strong', 'effectiveness', 'of', 'BERT', 'in', 'question', '-', 'answering', 'focused', 'passage', 'ranking', 'tasks', ',', 'as', 'well', 'as', 'the', 'fact', 'that', 'BERT', 'is', 'a', 'strong', 'interaction', '-', 'based', 'seq2seq', 'matching', 'model', '.']","(10, 11)","(72, 76)",0,demonstrate,"['Experimental results on MS MARCO', 'the strong effectiveness of BERT in question - answering focused passage ranking tasks , as well as the fact that BERT is a strong interaction - based seq2seq matching model .']",[],-1.0,0.0,33.0,45.0,33.0,45.0
160,https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,2,"Experimental results on MS MARCO demonstrate the strong effectiveness of BERT in question-answering focused passage ranking tasks, as well as the fact that BERT is a strong interaction-based seq2seq matching model.","Experimental results on MS MARCO demonstrate the strong effectiveness of BERT in question - answering focused passage ranking tasks , as well as the fact that",BERT,is a strong interaction - based seq2seq matching model .,"['Experimental', 'results', 'on', 'MS', 'MARCO', 'demonstrate', 'the', 'strong', 'effectiveness', 'of', 'BERT', 'in', 'question', '-', 'answering', 'focused', 'passage', 'ranking', 'tasks', ',', 'as', 'well', 'as', 'the', 'fact', 'that', 'BERT', 'is', 'a', 'strong', 'interaction', '-', 'based', 'seq2seq', 'matching', 'model', '.']","(26, 27)","(158, 162)",0,answering,[],['focused passage ranking tasks'],-1.0,0.0,92.0,102.0,92.0,102.0
161,https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,3,Experimental results on TREC show the gaps between the BERT pre-trained on surrounding contexts and the needs of ad hoc document ranking.,Experimental results on TREC show the gaps between the,BERT,pre-trained on surrounding contexts and the needs of ad hoc document ranking .,"['Experimental', 'results', 'on', 'TREC', 'show', 'the', 'gaps', 'between', 'the', 'BERT', 'pre-trained', 'on', 'surrounding', 'contexts', 'and', 'the', 'needs', 'of', 'ad', 'hoc', 'document', 'ranking', '.']","(9, 10)","(54, 58)",0,pre,"['the', 'BERT']",[],1.0,2.0,60.0,64.0,0.0,4.0
162,https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,4,"Analyses illustrate how BERT allocates its attentions between query-document tokens in its Transformer layers, how it prefers semantic matches between paraphrase tokens, and how that differs with the soft match patterns learned by a click-trained neural ranker",Analyses illustrate how,BERT,"allocates its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker","['Analyses', 'illustrate', 'how', 'BERT', 'allocates', 'its', 'attentions', 'between', 'query', '-', 'document', 'tokens', 'in', 'its', 'Transformer', 'layers', ',', 'how', 'it', 'prefers', 'semantic', 'matches', 'between', 'paraphrase', 'tokens', ',', 'and', 'how', 'that', 'differs', 'with', 'the', 'soft', 'match', 'patterns', 'learned', 'by', 'a', 'click', '-', 'trained', 'neural', 'ranker']","(3, 4)","(23, 27)",0,allocates,['BERT'],"['its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker']",1.0,2.0,29.0,39.0,0.0,10.0
163,https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,4,"Analyses illustrate how BERT allocates its attentions between query-document tokens in its Transformer layers, how it prefers semantic matches between paraphrase tokens, and how that differs with the soft match patterns learned by a click-trained neural ranker",Analyses illustrate how BERT allocates,its,"attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker","['Analyses', 'illustrate', 'how', 'BERT', 'allocates', 'its', 'attentions', 'between', 'query', '-', 'document', 'tokens', 'in', 'its', 'Transformer', 'layers', ',', 'how', 'it', 'prefers', 'semantic', 'matches', 'between', 'paraphrase', 'tokens', ',', 'and', 'how', 'that', 'differs', 'with', 'the', 'soft', 'match', 'patterns', 'learned', 'by', 'a', 'click', '-', 'trained', 'neural', 'ranker']","(5, 6)","(38, 41)",-1,allocates,['BERT'],"['its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker']",-1.0,0.0,29.0,39.0,29.0,39.0
