,split_0,split_1,split_2,c_senttype,c_sentparts,c_subj_full,c_subj_split,c_subj_span0,c_subj_span1,c_subj_cspan0,c_subj_cspan1,c_subj_allspans,c_verb_full,c_verb_split,c_verb_span0,c_verb_span1,c_verb_cspan0,c_verb_cspan1,c_verb_allspans,c_subj_list,c_verb_list,d_averb,d_averb_s,d_averb_o,d_averb_relation,d_averb_split,d_averb_span0,d_averb_span1,d_averb_cspan0,d_averb_cspan1,d_root,d_root_full,d_root_s,d_root_o,d_root_split,d_root_span0,d_root_span1,d_root_cspan0,d_root_cspan1,fverb,fword,d_apos,d_apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index
130,"In addition, domain labels are many times unavailable, making it challenging to build domain-specific systems.",,,S,"['PP', ',', 'NP', 'VP', '.']",domain labels,0.0,14.0,27.0,14.0,27.0,"[(14, 20), (21, 27)]",are,0.0,28.0,31.0,28.0,31.0,"[(28, 31)]","['domain', 'labels']","['are', 'making', 'build']",,,,,,,,,,unavailable,are unavailable,"[',', 'many times']","['making it challenging to build domain - specific systems', '.']",0,28,55,28,55,,,,,https://www.semanticscholar.org/paper/Unsupervised-Domain-Clusters-in-Pretrained-Language-Aharoni-Goldberg/95856e0789481eedc2cedc413581a0a819ef8fc8,15,Abstract,1,"In addition, domain labels are many times unavailable, making it challenging to build domain-specific systems.","['In', 'addition,', 'domain', 'labels', 'are', 'many', 'times', 'unavailable,', 'making', 'it', 'challenging', 'to', 'build', 'domain-specific', 'systems.']",,,
131,We show that massive pre-trained language models implicitly learn sentence representations that cluster by domains without supervision -- suggesting a simple data-driven definition of domains in textual data.,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",show,0.0,3.0,7.0,3.0,7.0,"[(3, 7)]",['We'],['show'],,,,,,,,,,show,show,['We'],[],0,3,8,3,8,,,,,https://www.semanticscholar.org/paper/Unsupervised-Domain-Clusters-in-Pretrained-Language-Aharoni-Goldberg/95856e0789481eedc2cedc413581a0a819ef8fc8,15,Abstract,2,We show that massive pre-trained language models implicitly learn sentence representations that cluster by domains without supervision -- suggesting a simple data-driven definition of domains in textual data.,"['We', 'show', 'that', 'massive', 'pre-trained', 'language', 'models', 'implicitly', 'learn', 'sentence', 'representations', 'that', 'cluster', 'by', 'domains', 'without', 'supervision', '--', 'suggesting', 'a', 'simple', 'data-driven', 'definition', 'of', 'domains', 'in', 'textual', 'data.']",,,
132,"We harness this property and propose domain data selection methods based on such models, which require only a small set of in-domain monolingual data.",,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",harness and propose,0.0,3.0,36.0,3.0,36.0,"[(3, 10), (25, 28), (29, 36)]",['We'],"['harness', 'propose']",,,,,,,,,,harness,harness,['We'],"['property', 'propose domain data selection methods based on such models , which require only a small set of in - domain monolingual data .']",0,3,11,3,11,,,,,https://www.semanticscholar.org/paper/Unsupervised-Domain-Clusters-in-Pretrained-Language-Aharoni-Goldberg/95856e0789481eedc2cedc413581a0a819ef8fc8,15,Abstract,3,"We harness this property and propose domain data selection methods based on such models, which require only a small set of in-domain monolingual data.","['We', 'harness', 'this', 'property', 'and', 'propose', 'domain', 'data', 'selection', 'methods', 'based', 'on', 'such', 'models,', 'which', 'require', 'only', 'a', 'small', 'set', 'of', 'in-domain', 'monolingual', 'data.']",,,
133,"We evaluate our data selection methods for neural machine translation across five diverse domains, where they outperform an established approach as measured by both BLEU and by precision and recall of sentence selection with respect to an oracle.",,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",evaluate,0.0,3.0,11.0,3.0,11.0,"[(3, 11)]",['We'],['evaluate'],,,,,,,,,,with,with,"['sentence', 'and recall of selection']","['We evaluate our data selection methods for neural machine translation across five diverse domains , where they outperform an established approach as measured by both BLEU and by precision respect to an oracle .']",0,221,226,221,226,,,,,https://www.semanticscholar.org/paper/Unsupervised-Domain-Clusters-in-Pretrained-Language-Aharoni-Goldberg/95856e0789481eedc2cedc413581a0a819ef8fc8,15,Abstract,4,"We evaluate our data selection methods for neural machine translation across five diverse domains, where they outperform an established approach as measured by both BLEU and by precision and recall of sentence selection with respect to an oracle.","['We', 'evaluate', 'our', 'data', 'selection', 'methods', 'for', 'neural', 'machine', 'translation', 'across', 'five', 'diverse', 'domains,', 'where', 'they', 'outperform', 'an', 'established', 'approach', 'as', 'measured', 'by', 'both', 'BLEU', 'and', 'by', 'precision', 'and', 'recall', 'of', 'sentence', 'selection', 'with', 'respect', 'to', 'an', 'oracle.']",,,
134,Unsupervised Domain Clusters in Pretrained Language Models.,,,NP,"['NP', 'PP', '.']",Unsupervised Domain Clusters,0.0,0.0,28.0,0.0,28.0,"[(0, 12), (13, 19), (20, 28)]",,,,,,,[],"['Unsupervised', 'Domain', 'Clusters']",[],,,,,,,,,,Domain,Domain,['Unsupervised'],['Clusters'],0,13,20,13,20,,,,,https://www.semanticscholar.org/paper/Unsupervised-Domain-Clusters-in-Pretrained-Language-Aharoni-Goldberg/95856e0789481eedc2cedc413581a0a819ef8fc8,15,Title,0,Unsupervised Domain Clusters in Pretrained Language Models.,"['Unsupervised', 'Domain', 'Clusters', 'in', 'Pretrained', 'Language', 'Models.']",,,
135,Recent advances in language representation using neural networks have made it viable to,transfer,"the learned internal states of a trained model to downstream natural language processing tasks , such as named entity recognition ( NER ) and question answering .",S,"['NP', 'VP', '.']",Recent advances,0.0,0.0,15.0,0.0,15.0,"[(0, 6), (7, 15)]",have made,0.0,65.0,74.0,65.0,74.0,"[(65, 69), (70, 74)]","['Recent', 'advances']","['have', 'made', 'transfer']",transfer,['to'],"['the learned internal states of a trained model to downstream natural language processing tasks ,']",0.0,1.0,88.0,97.0,0.0,9.0,named,named,[],"['entity', 'Recent advances in language representation using neural networks have made it viable to transfer the learned internal states of a trained model to downstream natural language processing tasks , recognition ( NER ) and question answering .']",2,202,208,105,111,downstream,the,"['VERB', 'ADJ', 'VERB']","['transfer', 'viable', 'made']",https://www.semanticscholar.org/paper/Portuguese-Named-Entity-Recognition-using-BERT-CRF-Souza-Nogueira/bd729e1e094ebab5a1b19aa2a4d331711ab1760f,16,Abstract,0,"Recent advances in language representation using neural networks have made it viable to transfer the learned internal states of a trained model to downstream natural language processing tasks, such as named entity recognition (NER) and question answering.","['Recent', 'advances', 'in', 'language', 'representation', 'using', 'neural', 'networks', 'have', 'made', 'it', 'viable', 'to', 'transfer', 'the', 'learned', 'internal', 'states', 'of', 'a', 'trained', 'model', 'to', 'downstream', 'natural', 'language', 'processing', 'tasks', ',', 'such', 'as', 'named', 'entity', 'recognition', '(', 'NER', ')', 'and', 'question', 'answering', '.']","(13, 14)","(87, 95)",0.0
136,It has been shown that the leverage of pre-trained language models improves the overall performance on many tasks and is highly beneficial when labeled data is scarce.,,,S,"['NP', 'VP', '.']",It,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",has been shown,0.0,3.0,17.0,3.0,17.0,"[(3, 6), (7, 11), (12, 17)]",['It'],"['has', 'been', 'shown']",,,,,,,,,,shown,has been shown,['It'],['.'],0,3,18,3,18,,,,,https://www.semanticscholar.org/paper/Portuguese-Named-Entity-Recognition-using-BERT-CRF-Souza-Nogueira/bd729e1e094ebab5a1b19aa2a4d331711ab1760f,16,Abstract,1,It has been shown that the leverage of pre-trained language models improves the overall performance on many tasks and is highly beneficial when labeled data is scarce.,"['It', 'has', 'been', 'shown', 'that', 'the', 'leverage', 'of', 'pre-trained', 'language', 'models', 'improves', 'the', 'overall', 'performance', 'on', 'many', 'tasks', 'and', 'is', 'highly', 'beneficial', 'when', 'labeled', 'data', 'is', 'scarce.']",,,
137,"In this work , we employ a pre-trained BERT with Conditional Random Fields ( CRF ) architecture to the NER task on the Portuguese language , combining the",transfer,capabilities of BERT with the structured predictions of CRF .,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,15.0,17.0,15.0,17.0,"[(15, 17)]",employ,0.0,18.0,24.0,18.0,24.0,"[(18, 24)]",['we'],"['employ', 'combining']",combining,[],['the transfer capabilities of BERT with the structured predictions of CRF .'],-1.0,0.0,143.0,153.0,143.0,153.0,employ,employ,['we'],['a pre - trained BERT with'],0,18,25,18,25,,capabilities,"['NOUN', 'NOUN', 'VERB']","['transfer', 'capabilities', 'combining']",https://www.semanticscholar.org/paper/Portuguese-Named-Entity-Recognition-using-BERT-CRF-Souza-Nogueira/bd729e1e094ebab5a1b19aa2a4d331711ab1760f,16,Abstract,2,"In this work, we employ a pre-trained BERT with Conditional Random Fields (CRF) architecture to the NER task on the Portuguese language, combining the transfer capabilities of BERT with the structured predictions of CRF.","['In', 'this', 'work', ',', 'we', 'employ', 'a', 'pre-trained', 'BERT', 'with', 'Conditional', 'Random', 'Fields', '(', 'CRF', ')', 'architecture', 'to', 'the', 'NER', 'task', 'on', 'the', 'Portuguese', 'language', ',', 'combining', 'the', 'transfer', 'capabilities', 'of', 'BERT', 'with', 'the', 'structured', 'predictions', 'of', 'CRF', '.']","(28, 29)","(154, 162)",0.0
138,We explore feature-based and fine-tuning training strategies for the BERT model.,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",explore,0.0,3.0,10.0,3.0,10.0,"[(3, 10)]",['We'],['explore'],,,,,,,,,,We,We,[],['explore feature - based and fine - tuning training strategies for the BERT model .'],0,0,3,0,3,,,,,https://www.semanticscholar.org/paper/Portuguese-Named-Entity-Recognition-using-BERT-CRF-Souza-Nogueira/bd729e1e094ebab5a1b19aa2a4d331711ab1760f,16,Abstract,3,We explore feature-based and fine-tuning training strategies for the BERT model.,"['We', 'explore', 'feature-based', 'and', 'fine-tuning', 'training', 'strategies', 'for', 'the', 'BERT', 'model.']",,,
139,"Our fine-tuning approach obtains new state-of-the-art results on the HAREM I dataset, improving the F1-score by 3.2 points on the selective scenario (5 NE classes) and by 3.8 points on the total scenario (10 NE classes).",,,S,"['NP', 'VP', '.']",fine tuning approach,0.0,4.0,26.0,4.0,26.0,"[(4, 8), (11, 17), (18, 26)]",obtains,0.0,27.0,34.0,27.0,34.0,"[(27, 34)]","['fine', 'tuning', 'approach']","['obtains', 'improving']",,,,,,,,,,NE,NE,"['(', '10 )']","['Our fine - tuning approach obtains new state - of - the - art results on the HAREM I dataset , improving the F1-score by 3.2 points on the selective scenario ( 5 NE classes ) and classes .']",3,220,223,-1,2,,,,,https://www.semanticscholar.org/paper/Portuguese-Named-Entity-Recognition-using-BERT-CRF-Souza-Nogueira/bd729e1e094ebab5a1b19aa2a4d331711ab1760f,16,Abstract,4,"Our fine-tuning approach obtains new state-of-the-art results on the HAREM I dataset, improving the F1-score by 3.2 points on the selective scenario (5 NE classes) and by 3.8 points on the total scenario (10 NE classes).","['Our', 'fine-tuning', 'approach', 'obtains', 'new', 'state-of-the-art', 'results', 'on', 'the', 'HAREM', 'I', 'dataset,', 'improving', 'the', 'F1-score', 'by', '3.2', 'points', 'on', 'the', 'selective', 'scenario', '(5', 'NE', 'classes)', 'and', 'by', '3.8', 'points', 'on', 'the', 'total', 'scenario', '(10', 'NE', 'classes).']",,,
140,Portuguese Named Entity Recognition using BERT-CRF.,,,NP,"['NP', 'VP', '.']",Portuguese Named Entity Recognition,0.0,0.0,35.0,0.0,35.0,"[(0, 10), (11, 16), (17, 23), (24, 35)]",using,0.0,36.0,41.0,36.0,41.0,"[(36, 41)]","['Portuguese', 'Named', 'Entity', 'Recognition']",['using'],,,,,,,,,,Named,Named,['Portuguese'],"['Entity', 'Recognition using BERT - CRF']",0,11,17,11,17,,,,,https://www.semanticscholar.org/paper/Portuguese-Named-Entity-Recognition-using-BERT-CRF-Souza-Nogueira/bd729e1e094ebab5a1b19aa2a4d331711ab1760f,16,Title,0,Portuguese Named Entity Recognition using BERT-CRF.,"['Portuguese', 'Named', 'Entity', 'Recognition', 'using', 'BERT-CRF.']",,,
141,,Transformer,"based Very Large Language Models ( VLLMs ) like BERT , XLNet and RoBERTa , have recently shown tremendous performance on a large variety of Natural Language Understanding ( NLU ) tasks .",S,"['NP', 'VP', '.']",Large Language Models VLLMs,2.0,23.0,52.0,11.0,40.0,"[(23, 28), (29, 37), (38, 44), (47, 52)]",have shown,2.0,87.0,106.0,75.0,94.0,"[(87, 91), (101, 106)]","['Large', 'Language', 'Models', 'VLLMs']","['have', 'shown']",Transformer,[],[],0.0,1.0,0.0,12.0,0.0,12.0,shown,have shown,"['Transformer based Very Large Language Models ( VLLMs ) like BERT , XLNet and RoBERTa ,']",['tremendous performance on a large variety of Natural Language Understanding ( NLU ) tasks'],2,87,107,75,95,based,based,"['VERB', 'VERB']","['Transformer', 'shown']",https://www.semanticscholar.org/paper/WaLDORf%3A-Wasteless-Language-model-Distillation-On-Tian-Kreuzer/1e447e3e3584dbcccf7904bf17c7c0e6b1d2f976,17,Abstract,0,"Transformer based Very Large Language Models (VLLMs) like BERT, XLNet and RoBERTa, have recently shown tremendous performance on a large variety of Natural Language Understanding (NLU) tasks.","['Transformer', 'based', 'Very', 'Large', 'Language', 'Models', '(', 'VLLMs', ')', 'like', 'BERT', ',', 'XLNet', 'and', 'RoBERTa', ',', 'have', 'recently', 'shown', 'tremendous', 'performance', 'on', 'a', 'large', 'variety', 'of', 'Natural', 'Language', 'Understanding', '(', 'NLU', ')', 'tasks', '.']","(0, 1)","(0, 11)",0.0
142,"However, due to their size, these VLLMs are extremely resource intensive and cumbersome to deploy at production time.",,,S,"['ADVP', ',', 'PP', ',', 'NP', 'VP', '.']",these VLLMs,0.0,30.0,41.0,30.0,41.0,"[(30, 35), (36, 41)]",are,0.0,42.0,45.0,42.0,45.0,"[(42, 45)]","['these', 'VLLMs']",['are'],,,,,,,,,,resource,are resource,"['However , due to their size , these VLLMs']",['cumbersome to deploy at production time .'],0,42,65,42,65,,,,,https://www.semanticscholar.org/paper/WaLDORf%3A-Wasteless-Language-model-Distillation-On-Tian-Kreuzer/1e447e3e3584dbcccf7904bf17c7c0e6b1d2f976,17,Abstract,1,"However, due to their size, these VLLMs are extremely resource intensive and cumbersome to deploy at production time.","['However,', 'due', 'to', 'their', 'size,', 'these', 'VLLMs', 'are', 'extremely', 'resource', 'intensive', 'and', 'cumbersome', 'to', 'deploy', 'at', 'production', 'time.']",,,
143,Several recent publications have looked into various ways to distil knowledge from a,transformer,based VLLM ( most commonly BERT-Base ) into a smaller model which can run much faster at inference time .,S,"['NP', 'VP', '.']",Several recent publications,0.0,0.0,27.0,0.0,27.0,"[(0, 7), (8, 14), (15, 27)]",have looked,0.0,28.0,39.0,28.0,39.0,"[(28, 32), (33, 39)]","['Several', 'recent', 'publications']","['have', 'looked']",have looked,['Several recent publications'],[],-1.0,0.0,28.0,40.0,28.0,40.0,looked,have looked,['Several recent publications'],[],0,28,40,28,40,based,based,"['NOUN', 'PUNCT', 'ADP']","['transformer', '(', 'from']",https://www.semanticscholar.org/paper/WaLDORf%3A-Wasteless-Language-model-Distillation-On-Tian-Kreuzer/1e447e3e3584dbcccf7904bf17c7c0e6b1d2f976,17,Abstract,2,Several recent publications have looked into various ways to distil knowledge from a transformer based VLLM (most commonly BERT-Base) into a smaller model which can run much faster at inference time.,"['Several', 'recent', 'publications', 'have', 'looked', 'into', 'various', 'ways', 'to', 'distil', 'knowledge', 'from', 'a', 'transformer', 'based', 'VLLM', '(', 'most', 'commonly', 'BERT-Base', ')', 'into', 'a', 'smaller', 'model', 'which', 'can', 'run', 'much', 'faster', 'at', 'inference', 'time', '.']","(13, 14)","(84, 95)",0.0
144,"Here , we propose a novel set of techniques which together produce a task-specific hybrid convolutional and",transformer,"model , WaLDORf , that achieves state-of-the-art inference speed while still being more accurate than previous distilled models .",S,"['ADVP', ',', 'NP', 'VP', '.']",we,0.0,7.0,9.0,7.0,9.0,"[(7, 9)]",propose,0.0,10.0,17.0,10.0,17.0,"[(10, 17)]",['we'],['propose'],produce,['which'],"['a task - specific hybrid convolutional and transformer model , WaLDORf ,']",-1.0,0.0,59.0,67.0,59.0,67.0,propose,propose,"[',', 'we']","['a novel set of techniques', 'that achieves state - of - the - art inference speed while still being more accurate than previous distilled models .']",0,10,18,10,18,achieves,model,"['NOUN', 'NOUN', 'ADJ']","['transformer', 'model', 'specific']",https://www.semanticscholar.org/paper/WaLDORf%3A-Wasteless-Language-model-Distillation-On-Tian-Kreuzer/1e447e3e3584dbcccf7904bf17c7c0e6b1d2f976,17,Abstract,3,"Here, we propose a novel set of techniques which together produce a task-specific hybrid convolutional and transformer model, WaLDORf, that achieves state-of-the-art inference speed while still being more accurate than previous distilled models.","['Here', ',', 'we', 'propose', 'a', 'novel', 'set', 'of', 'techniques', 'which', 'together', 'produce', 'a', 'task-specific', 'hybrid', 'convolutional', 'and', 'transformer', 'model', ',', 'WaLDORf', ',', 'that', 'achieves', 'state-of-the-art', 'inference', 'speed', 'while', 'still', 'being', 'more', 'accurate', 'than', 'previous', 'distilled', 'models', '.']","(17, 18)","(107, 118)",0.0
145,WaLDORf: Wasteless Language-model Distillation On Reading-comprehension.,,,NP,"['IN', ':', 'NP', '.']",Wasteless Language comprehension,0.0,10.0,76.0,10.0,76.0,"[(10, 19), (20, 28), (63, 76)]",,,,,,,[],"['Wasteless', 'Language', 'comprehension']",[],,,,,,,,,,WaLDORf,WaLDORf,[],[': Wasteless Language - model Distillation On Reading - comprehension'],0,0,8,0,8,,,,,https://www.semanticscholar.org/paper/WaLDORf%3A-Wasteless-Language-model-Distillation-On-Tian-Kreuzer/1e447e3e3584dbcccf7904bf17c7c0e6b1d2f976,17,Title,0,WaLDORf: Wasteless Language-model Distillation On Reading-comprehension.,"['WaLDORf:', 'Wasteless', 'Language-model', 'Distillation', 'On', 'Reading-comprehension.']",,,
146,"Many visual scenes contain text that carries crucial information, and it is thus essential to understand text in images for downstream reasoning tasks.",,,S,"['S', ',', 'CC', 'S', '.']",,,,,,,[],and,0.0,67.0,70.0,67.0,70.0,"[(67, 70)]","['Many', 'visual', 'scenes', 'it']","['contain', 'is']",,,,,,,,,,text,text,[],"['that carries crucial information , and it is thus essential to understand text in images for downstream reasoning tasks .']",0,27,32,27,32,,,,,https://www.semanticscholar.org/paper/Iterative-Answer-Prediction-with-Pointer-Augmented-Hu-Singh/4fc2eb1b494a29c7cb39da3b180a302521e459a0,18,Abstract,0,"Many visual scenes contain text that carries crucial information, and it is thus essential to understand text in images for downstream reasoning tasks.","['Many', 'visual', 'scenes', 'contain', 'text', 'that', 'carries', 'crucial', 'information,', 'and', 'it', 'is', 'thus', 'essential', 'to', 'understand', 'text', 'in', 'images', 'for', 'downstream', 'reasoning', 'tasks.']",,,
147,"For example, a deep water label on a warning sign warns people about the danger in the scene.",,,S,"['PP', ',', 'NP', 'VP', '.']",a deep water label,0.0,14.0,32.0,14.0,32.0,"[(14, 15), (16, 20), (21, 26), (27, 32)]",warns,0.0,51.0,56.0,51.0,56.0,"[(51, 56)]","['a', 'deep', 'water', 'label']",['warns'],,,,,,,,,,warns,warns,"[', a deep water label on a warning', 'sign', 'people about the danger in the scene', 'For example']",[],0,51,57,51,57,,,,,https://www.semanticscholar.org/paper/Iterative-Answer-Prediction-with-Pointer-Augmented-Hu-Singh/4fc2eb1b494a29c7cb39da3b180a302521e459a0,18,Abstract,1,"For example, a deep water label on a warning sign warns people about the danger in the scene.","['For', 'example,', 'a', 'deep', 'water', 'label', 'on', 'a', 'warning', 'sign', 'warns', 'people', 'about', 'the', 'danger', 'in', 'the', 'scene.']",,,
148,Recent work has explored the TextVQA task that requires reading and understanding text in images to answer a question.,,,S,"['NP', 'VP', '.']",Recent work,0.0,0.0,11.0,0.0,11.0,"[(0, 6), (7, 11)]",has explored,0.0,12.0,24.0,12.0,24.0,"[(12, 15), (16, 24)]","['Recent', 'work']","['has', 'explored']",,,,,,,,,,explored,has explored,"['Recent', 'work', 'the TextVQA task that requires reading and understanding text in images to answer a question']",[],0,12,25,12,25,,,,,https://www.semanticscholar.org/paper/Iterative-Answer-Prediction-with-Pointer-Augmented-Hu-Singh/4fc2eb1b494a29c7cb39da3b180a302521e459a0,18,Abstract,2,Recent work has explored the TextVQA task that requires reading and understanding text in images to answer a question.,"['Recent', 'work', 'has', 'explored', 'the', 'TextVQA', 'task', 'that', 'requires', 'reading', 'and', 'understanding', 'text', 'in', 'images', 'to', 'answer', 'a', 'question.']",,,
149,"However, existing approaches for TextVQA are mostly based on custom pairwise fusion mechanisms between a pair of two modalities and are restricted to a single prediction step by casting TextVQA as a classification task.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",approaches,0.0,19.0,29.0,19.0,29.0,"[(19, 29)]",are based and are restricted,0.0,42.0,147.0,42.0,147.0,"[(42, 45), (53, 58), (129, 132), (133, 136), (137, 147)]",['approaches'],"['are', 'based', 'are', 'restricted']",,,,,,,,,,mostly,are mostly,"['However , existing approaches for TextVQA']",['are restricted to a single prediction step by casting TextVQA as a classification task .'],0,42,53,42,53,,,,,https://www.semanticscholar.org/paper/Iterative-Answer-Prediction-with-Pointer-Augmented-Hu-Singh/4fc2eb1b494a29c7cb39da3b180a302521e459a0,18,Abstract,3,"However, existing approaches for TextVQA are mostly based on custom pairwise fusion mechanisms between a pair of two modalities and are restricted to a single prediction step by casting TextVQA as a classification task.","['However,', 'existing', 'approaches', 'for', 'TextVQA', 'are', 'mostly', 'based', 'on', 'custom', 'pairwise', 'fusion', 'mechanisms', 'between', 'a', 'pair', 'of', 'two', 'modalities', 'and', 'are', 'restricted', 'to', 'a', 'single', 'prediction', 'step', 'by', 'casting', 'TextVQA', 'as', 'a', 'classification', 'task.']",,,
150,"In this work , we propose a novel model for the TextVQA task based on a multimodal",transformer,architecture accompanied by a rich representation for text in images .,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,15.0,17.0,15.0,17.0,"[(15, 17)]",propose,0.0,18.0,25.0,18.0,25.0,"[(18, 25)]",['we'],['propose'],propose,['we'],"['a novel model for the TextVQA task based', 'accompanied by a rich representation for text in images .']",-1.0,0.0,18.0,26.0,18.0,26.0,propose,propose,['we'],"['a novel model for the TextVQA task based', 'accompanied by a rich representation for text in images .']",0,18,26,18,26,accompanied,architecture,"['NOUN', 'NOUN', 'ADP']","['transformer', 'architecture', 'on']",https://www.semanticscholar.org/paper/Iterative-Answer-Prediction-with-Pointer-Augmented-Hu-Singh/4fc2eb1b494a29c7cb39da3b180a302521e459a0,18,Abstract,4,"In this work, we propose a novel model for the TextVQA task based on a multimodal transformer architecture accompanied by a rich representation for text in images.","['In', 'this', 'work', ',', 'we', 'propose', 'a', 'novel', 'model', 'for', 'the', 'TextVQA', 'task', 'based', 'on', 'a', 'multimodal', 'transformer', 'architecture', 'accompanied', 'by', 'a', 'rich', 'representation', 'for', 'text', 'in', 'images', '.']","(17, 18)","(82, 93)",0.0
151,Our model naturally fuses different modalities homogeneously by embedding them into a common semantic space where self-attention is applied to model inter- and intra- modality context.,,,S,"['NP', 'ADVP', 'VP', '.']",model,0.0,4.0,9.0,4.0,9.0,"[(4, 9)]",fuses,0.0,20.0,25.0,20.0,25.0,"[(20, 25)]",['model'],['fuses'],,,,,,,,,,context,context,['Our model naturally fuses different modalities homogeneously by embedding them into a common semantic space where self - attention is applied to model inter- and intra- modality .'],[],0,178,186,178,186,,,,,https://www.semanticscholar.org/paper/Iterative-Answer-Prediction-with-Pointer-Augmented-Hu-Singh/4fc2eb1b494a29c7cb39da3b180a302521e459a0,18,Abstract,5,Our model naturally fuses different modalities homogeneously by embedding them into a common semantic space where self-attention is applied to model inter- and intra- modality context.,"['Our', 'model', 'naturally', 'fuses', 'different', 'modalities', 'homogeneously', 'by', 'embedding', 'them', 'into', 'a', 'common', 'semantic', 'space', 'where', 'self-attention', 'is', 'applied', 'to', 'model', 'inter-', 'and', 'intra-', 'modality', 'context.']",,,
152,"Furthermore, it enables iterative answer decoding with a dynamic pointer network, allowing the model to form an answer through multi-step prediction instead of one-step classification.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",it,0.0,14.0,16.0,14.0,16.0,"[(14, 16)]",enables,0.0,17.0,24.0,17.0,24.0,"[(17, 24)]",['it'],"['enables', 'allowing', 'form']",,,,,,,,,,enables,enables,"['it', 'iterative']","['answer decoding with a dynamic pointer network , allowing the model to form an answer through multi - step prediction instead of one - step classification']",0,17,25,17,25,,,,,https://www.semanticscholar.org/paper/Iterative-Answer-Prediction-with-Pointer-Augmented-Hu-Singh/4fc2eb1b494a29c7cb39da3b180a302521e459a0,18,Abstract,6,"Furthermore, it enables iterative answer decoding with a dynamic pointer network, allowing the model to form an answer through multi-step prediction instead of one-step classification.","['Furthermore,', 'it', 'enables', 'iterative', 'answer', 'decoding', 'with', 'a', 'dynamic', 'pointer', 'network,', 'allowing', 'the', 'model', 'to', 'form', 'an', 'answer', 'through', 'multi-step', 'prediction', 'instead', 'of', 'one-step', 'classification.']",,,
153,Our model outperforms existing approaches on three benchmark datasets for the TextVQA task by a large margin.,,,S,"['NP', 'VP', '.']",model,0.0,4.0,9.0,4.0,9.0,"[(4, 9)]",,,,,,,[],['model'],[],,,,,,,,,,outperforms,outperforms,['Our model'],['existing approaches on three benchmark datasets for the TextVQA task by a large margin'],0,10,22,10,22,,,,,https://www.semanticscholar.org/paper/Iterative-Answer-Prediction-with-Pointer-Augmented-Hu-Singh/4fc2eb1b494a29c7cb39da3b180a302521e459a0,18,Abstract,7,Our model outperforms existing approaches on three benchmark datasets for the TextVQA task by a large margin.,"['Our', 'model', 'outperforms', 'existing', 'approaches', 'on', 'three', 'benchmark', 'datasets', 'for', 'the', 'TextVQA', 'task', 'by', 'a', 'large', 'margin.']",,,
154,Iterative Answer Prediction with Pointer-Augmented Multimodal,Transformers,for TextVQA .,NP,"['NP', 'HYPH', 'NP', 'PP', '.']",Iterative Answer Prediction Pointer Multimodal Transformers,0.0,0.0,76.0,0.0,76.0,"[(0, 9), (10, 16), (17, 27), (33, 40), (53, 63), (64, 76)]",,,,,,,[],"['Iterative', 'Answer', 'Prediction', 'Pointer', 'Multimodal', 'Transformers']",[],Augmented,[],"['Multimodal', 'Transformers']",-1.0,0.0,43.0,53.0,43.0,53.0,Answer,Answer,['Iterative'],['Prediction with Pointer - Augmented Multimodal Transformers for TextVQA'],0,10,17,10,17,,for,"['PROPN', 'VERB', 'ADP']","['Transformers', 'Augmented', 'with']",https://www.semanticscholar.org/paper/Iterative-Answer-Prediction-with-Pointer-Augmented-Hu-Singh/4fc2eb1b494a29c7cb39da3b180a302521e459a0,18,Title,0,Iterative Answer Prediction with Pointer-Augmented Multimodal Transformers for TextVQA.,"['Iterative', 'Answer', 'Prediction', 'with', 'Pointer-Augmented', 'Multimodal', 'Transformers', 'for', 'TextVQA', '.']","(6, 7)","(61, 73)",0.0
155,Learning knowledge graph embeddings (KGEs) is an efficient approach to knowledge graph completion.,,,S,"['NP', 'VP', '.']",knowledge graph embeddings KGEs,0.0,9.0,42.0,9.0,42.0,"[(9, 18), (19, 24), (25, 35), (38, 42)]",is,0.0,45.0,47.0,45.0,47.0,"[(45, 47)]","['knowledge', 'graph', 'embeddings', 'KGEs']",['is'],,,,,,,,,,approach,is approach,['Learning knowledge graph embeddings ( KGEs )'],[],0,45,70,45,70,,,,,https://www.semanticscholar.org/paper/Pretrain-KGEs%3A-Learning-Knowledge-Representation/dbce057592a62a9954011c4c45edfeac31ebb9f5,19,Abstract,0,Learning knowledge graph embeddings (KGEs) is an efficient approach to knowledge graph completion.,"['Learning', 'knowledge', 'graph', 'embeddings', '(KGEs)', 'is', 'an', 'efficient', 'approach', 'to', 'knowledge', 'graph', 'completion.']",,,
