,split_0,split_1,split_2,c_senttype,c_sentparts,c_subj_full,c_subj_split,c_subj_span0,c_subj_span1,c_subj_cspan0,c_subj_cspan1,c_subj_allspans,c_verb_full,c_verb_split,c_verb_span0,c_verb_span1,c_verb_cspan0,c_verb_cspan1,c_verb_allspans,c_subj_list,c_verb_list,d_averb,d_averb_s,d_averb_o,d_averb_relation,d_averb_split,d_averb_span0,d_averb_span1,d_averb_cspan0,d_averb_cspan1,d_root,d_root_full,d_root_s,d_root_o,d_root_split,d_root_span0,d_root_span1,d_root_cspan0,d_root_cspan1,fverb,fword,d_apos,d_apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index
113,"This allows us to explore questions such as the reproducibility of the adversarial effect, transfer from data collected with varying model-in-the-loop strengths, and generalisation to data collected without a model.",,,S,"['NP', 'VP', '.']",This,0.0,0.0,4.0,0.0,4.0,"[(0, 4)]",allows,0.0,5.0,11.0,5.0,11.0,"[(5, 11)]",['This'],"['allows', 'explore']",,,,,,,,,,allows,allows,['This'],[],0,5,12,5,12,,,,,https://www.semanticscholar.org/paper/Beat-the-AI%3A-Investigating-Adversarial-Human-for-Bartolo-Roberts/693cce5d9764f9e9e0c9c583bf840ac019e2179f,14,Abstract,3,"This allows us to explore questions such as the reproducibility of the adversarial effect, transfer from data collected with varying model-in-the-loop strengths, and generalisation to data collected without a model.","['This', 'allows', 'us', 'to', 'explore', 'questions', 'such', 'as', 'the', 'reproducibility', 'of', 'the', 'adversarial', 'effect,', 'transfer', 'from', 'data', 'collected', 'with', 'varying', 'model-in-the-loop', 'strengths,', 'and', 'generalisation', 'to', 'data', 'collected', 'without', 'a', 'model.']",,,
114,"We find that training on adversarially collected samples leads to strong generalisation to non-adversarially collected datasets, yet with progressive deterioration as the model-in-the-loop strength increases.",,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",find,0.0,3.0,7.0,3.0,7.0,"[(3, 7)]",['We'],['find'],,,,,,,,,,find,find,['We'],[],0,3,8,3,8,,,,,https://www.semanticscholar.org/paper/Beat-the-AI%3A-Investigating-Adversarial-Human-for-Bartolo-Roberts/693cce5d9764f9e9e0c9c583bf840ac019e2179f,14,Abstract,4,"We find that training on adversarially collected samples leads to strong generalisation to non-adversarially collected datasets, yet with progressive deterioration as the model-in-the-loop strength increases.","['We', 'find', 'that', 'training', 'on', 'adversarially', 'collected', 'samples', 'leads', 'to', 'strong', 'generalisation', 'to', 'non-adversarially', 'collected', 'datasets,', 'yet', 'with', 'progressive', 'deterioration', 'as', 'the', 'model-in-the-loop', 'strength', 'increases.']",,,
115,"Furthermore we find that stronger models can still learn from datasets collected with substantially weaker models in the loop: When trained on data collected with a BiDAF model in the loop, RoBERTa achieves 36.0F1 on questions that it cannot answer when trained on SQuAD - only marginally lower than when trained on data collected using RoBERTa itself.",,,S,"['ADVP', 'NP', 'VP', '.']",we,0.0,12.0,14.0,12.0,14.0,"[(12, 14)]",find,0.0,15.0,19.0,15.0,19.0,"[(15, 19)]",['we'],"['find', 'can', 'learn', 'achieves']",,,,,,,,,,find,find,"['Furthermore', 'we']",[],0,15,20,15,20,,,,,https://www.semanticscholar.org/paper/Beat-the-AI%3A-Investigating-Adversarial-Human-for-Bartolo-Roberts/693cce5d9764f9e9e0c9c583bf840ac019e2179f,14,Abstract,5,"Furthermore we find that stronger models can still learn from datasets collected with substantially weaker models in the loop: When trained on data collected with a BiDAF model in the loop, RoBERTa achieves 36.0F1 on questions that it cannot answer when trained on SQuAD - only marginally lower than when trained on data collected using RoBERTa itself.","['Furthermore', 'we', 'find', 'that', 'stronger', 'models', 'can', 'still', 'learn', 'from', 'datasets', 'collected', 'with', 'substantially', 'weaker', 'models', 'in', 'the', 'loop:', 'When', 'trained', 'on', 'data', 'collected', 'with', 'a', 'BiDAF', 'model', 'in', 'the', 'loop,', 'RoBERTa', 'achieves', '36.0F1', 'on', 'questions', 'that', 'it', 'cannot', 'answer', 'when', 'trained', 'on', 'SQuAD', '-', 'only', 'marginally', 'lower', 'than', 'when', 'trained', 'on', 'data', 'collected', 'using', 'RoBERTa', 'itself.']",,,
116,Beat the AI: Investigating Adversarial Human Annotations for Reading Comprehension.,,,S,"['VP', '.']",,,,,,,[],Beat,0.0,0.0,4.0,0.0,4.0,"[(0, 4)]",[],['Beat'],,,,,,,,,,Adversarial,Adversarial,['Investigating Human Annotations for Reading Comprehension .'],[],0,28,40,28,40,,,,,https://www.semanticscholar.org/paper/Beat-the-AI%3A-Investigating-Adversarial-Human-for-Bartolo-Roberts/693cce5d9764f9e9e0c9c583bf840ac019e2179f,14,Title,0,Beat the AI: Investigating Adversarial Human Annotations for Reading Comprehension.,"['Beat', 'the', 'AI:', 'Investigating', 'Adversarial', 'Human', 'Annotations', 'for', 'Reading', 'Comprehension.']",,,
117,"Machine reading comprehension (MRC) is one of the primary challenges in natural language understanding (NLU), its objective is to give the correct answer based on the questions asked from the specified context.",,,S,"['S', ',', 'NP', 'VP', '.']",objective,0.0,119.0,128.0,119.0,128.0,"[(119, 128)]",is,0.0,129.0,131.0,129.0,131.0,"[(129, 131)]","['Machine', 'reading', 'comprehension', 'MRC', 'objective']","['is', 'is', 'give', 'based']",,,,,,,,,,comprehension,comprehension,[],"['(', 'Machine MRC ) is one of the primary challenges in natural language understanding ( NLU ) , its objective is to give the correct answer based on the questions asked from the specified context .']",0,16,30,16,30,,,,,https://www.semanticscholar.org/paper/Transformer-Based-Coattention%3A-Neural-Architecture-Wang-Tang/2c96dc4275480ec7099c9aaaf7b78c220a1a7844,15,Abstract,0,"Machine reading comprehension (MRC) is one of the primary challenges in natural language understanding (NLU), its objective is to give the correct answer based on the questions asked from the specified context.","['Machine', 'reading', 'comprehension', '(MRC)', 'is', 'one', 'of', 'the', 'primary', 'challenges', 'in', 'natural', 'language', 'understanding', '(NLU),', 'its', 'objective', 'is', 'to', 'give', 'the', 'correct', 'answer', 'based', 'on', 'the', 'questions', 'asked', 'from', 'the', 'specified', 'context.']",,,
118,"Nowadays, attention mechanisms have been widely used in reading comprehension tasks.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",attention mechanisms,0.0,11.0,31.0,11.0,31.0,"[(11, 20), (21, 31)]",have been used,0.0,32.0,53.0,32.0,53.0,"[(32, 36), (37, 41), (49, 53)]","['attention', 'mechanisms']","['have', 'been', 'used']",,,,,,,,,,widely,have been widely,"['Nowadays , attention mechanisms']","['used in reading comprehension tasks', '.']",0,32,49,32,49,,,,,https://www.semanticscholar.org/paper/Transformer-Based-Coattention%3A-Neural-Architecture-Wang-Tang/2c96dc4275480ec7099c9aaaf7b78c220a1a7844,15,Abstract,1,"Nowadays, attention mechanisms have been widely used in reading comprehension tasks.","['Nowadays,', 'attention', 'mechanisms', 'have', 'been', 'widely', 'used', 'in', 'reading', 'comprehension', 'tasks.']",,,
119,"In this chapter, based on the analysis of two state-of-the-art attention mechanisms, Coattention and Multi-head Attention, the Transformer-based Coattention (TBC) is proposed.",,,S,"['PP', ',', 'VBN', 'PP', '.']",,,,,,,[],based,0.0,18.0,23.0,18.0,23.0,"[(18, 23)]",[],['based'],,,,,,,,,,proposed,proposed,"['Coattention', '-', 'Multi head', 'Attention', ',', 'the Transformer - based Coattention ( TBC )', 'is']",['.'],3,181,190,5,14,,,,,https://www.semanticscholar.org/paper/Transformer-Based-Coattention%3A-Neural-Architecture-Wang-Tang/2c96dc4275480ec7099c9aaaf7b78c220a1a7844,15,Abstract,2,"In this chapter, based on the analysis of two state-of-the-art attention mechanisms, Coattention and Multi-head Attention, the Transformer-based Coattention (TBC) is proposed.","['In', 'this', 'chapter,', 'based', 'on', 'the', 'analysis', 'of', 'two', 'state-of-the-art', 'attention', 'mechanisms,', 'Coattention', 'and', 'Multi-head', 'Attention,', 'the', 'Transformer-based', 'Coattention', '(TBC)', 'is', 'proposed.']",,,
120,"Furthermore, a general hybrid scheme is proposed to incorporate the TBC into pretrained MRC models with little extra training cost.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",a general hybrid scheme,0.0,14.0,37.0,14.0,37.0,"[(14, 15), (16, 23), (24, 30), (31, 37)]",is proposed,0.0,38.0,49.0,38.0,49.0,"[(38, 40), (41, 49)]","['a', 'general', 'hybrid', 'scheme']","['is', 'proposed', 'incorporate']",,,,,,,,,,proposed,is proposed,[],"['to', 'incorporate the TBC into pretrained MRC models with little extra training cost', '.']",0,38,50,38,50,,,,,https://www.semanticscholar.org/paper/Transformer-Based-Coattention%3A-Neural-Architecture-Wang-Tang/2c96dc4275480ec7099c9aaaf7b78c220a1a7844,15,Abstract,3,"Furthermore, a general hybrid scheme is proposed to incorporate the TBC into pretrained MRC models with little extra training cost.","['Furthermore,', 'a', 'general', 'hybrid', 'scheme', 'is', 'proposed', 'to', 'incorporate', 'the', 'TBC', 'into', 'pretrained', 'MRC', 'models', 'with', 'little', 'extra', 'training', 'cost.']",,,
121,Our experiments on Stanford Question Answering Dataset ( SQuAD ) and Discrete Reasoning Over the content of Paragraphs (,DROP,) show that our hybrid scheme make models achieve better performance .,S,"['NP', 'VP', '.']",experiments,0.0,4.0,15.0,4.0,15.0,"[(4, 15)]",show,2.0,128.0,132.0,2.0,6.0,"[(128, 132)]",['experiments'],['show'],,,,,,,,,,experiments,experiments,[],[],0,4,16,4,16,show,show,"['PROPN', 'PUNCT', 'ADP']","['DROP', ')', 'of']",https://www.semanticscholar.org/paper/Transformer-Based-Coattention%3A-Neural-Architecture-Wang-Tang/2c96dc4275480ec7099c9aaaf7b78c220a1a7844,15,Abstract,4,Our experiments on Stanford Question Answering Dataset (SQuAD) and Discrete Reasoning Over the content of Paragraphs (DROP) show that our hybrid scheme make models achieve better performance.,"['Our', 'experiments', 'on', 'Stanford', 'Question', 'Answering', 'Dataset', '(', 'SQuAD', ')', 'and', 'Discrete', 'Reasoning', 'Over', 'the', 'content', 'of', 'Paragraphs', '(', 'DROP', ')', 'show', 'that', 'our', 'hybrid', 'scheme', 'make', 'models', 'achieve', 'better', 'performance', '.']","(19, 20)","(120, 124)",0.0
122,Transformer-Based Coattention: Neural Architecture for Reading Comprehension.,,,NP,"['NP', 'HYPH', 'NP', '.']",Transformer Coattention Neural Architecture,0.0,0.0,53.0,0.0,53.0,"[(0, 11), (20, 31), (34, 40), (41, 53)]",,,,,,,[],"['Transformer', 'Coattention', 'Neural', 'Architecture']",[],,,,,,,,,,Transformer,Transformer,[],"['-', 'Based', 'Coattention', ':', 'Neural Architecture for Reading Comprehension']",0,0,12,0,12,,,,,https://www.semanticscholar.org/paper/Transformer-Based-Coattention%3A-Neural-Architecture-Wang-Tang/2c96dc4275480ec7099c9aaaf7b78c220a1a7844,15,Title,0,Transformer-Based Coattention: Neural Architecture for Reading Comprehension.,"['Transformer-Based', 'Coattention:', 'Neural', 'Architecture', 'for', 'Reading', 'Comprehension.']",,,
123,Large pre-trained language models (LMs) are known to encode substantial amounts of linguistic information.,,,S,"['NP', 'VP', '.']",Large pre - trained language models LMs,0.0,0.0,41.0,0.0,41.0,"[(0, 5), (6, 9), (10, 11), (12, 19), (20, 28), (29, 35), (38, 41)]",are known,0.0,44.0,53.0,44.0,53.0,"[(44, 47), (48, 53)]","['Large', 'pre', '-', 'trained', 'language', 'models', 'LMs']","['are', 'known', 'encode']",,,,,,,,,,known,known,['Large pre - trained language models ( LMs ) are'],['.'],0,48,54,48,54,,,,,https://www.semanticscholar.org/paper/Injecting-Numerical-Reasoning-Skills-into-Language-Geva-Gupta/3dd61d97827e3f380bf9304101149a3f865051fc,16,Abstract,0,Large pre-trained language models (LMs) are known to encode substantial amounts of linguistic information.,"['Large', 'pre-trained', 'language', 'models', '(LMs)', 'are', 'known', 'to', 'encode', 'substantial', 'amounts', 'of', 'linguistic', 'information.']",,,
124,"However, high-level reasoning skills, such as numerical reasoning, are difficult to learn from a language-modeling objective only.",,,S,"['ADVP', ',', 'NP', 'VBP', 'ADJP', 'HYPH', 'NP', '.']",high level reasoning skills modeling objective,0.0,10.0,131.0,10.0,131.0,"[(10, 14), (17, 22), (23, 32), (33, 39), (113, 121), (122, 131)]",are,0.0,72.0,75.0,72.0,75.0,"[(72, 75)]","['high', 'level', 'reasoning', 'skills', 'modeling', 'objective']",['are'],,,,,,,,,,difficult,are difficult,"['However', ',', 'high - level reasoning skills , such as numerical reasoning ,']",['.'],0,72,86,72,86,,,,,https://www.semanticscholar.org/paper/Injecting-Numerical-Reasoning-Skills-into-Language-Geva-Gupta/3dd61d97827e3f380bf9304101149a3f865051fc,16,Abstract,1,"However, high-level reasoning skills, such as numerical reasoning, are difficult to learn from a language-modeling objective only.","['However,', 'high-level', 'reasoning', 'skills,', 'such', 'as', 'numerical', 'reasoning,', 'are', 'difficult', 'to', 'learn', 'from', 'a', 'language-modeling', 'objective', 'only.']",,,
125,"Consequently, existing models for numerical reasoning have used specialized architectures with limited flexibility.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",models,0.0,24.0,30.0,24.0,30.0,"[(24, 30)]",have used,0.0,55.0,64.0,55.0,64.0,"[(55, 59), (60, 64)]",['models'],"['have', 'used']",,,,,,,,,,used,have used,"[', existing models for numerical reasoning', 'Consequently']","['specialized architectures limited flexibility', '.']",0,55,65,55,65,,,,,https://www.semanticscholar.org/paper/Injecting-Numerical-Reasoning-Skills-into-Language-Geva-Gupta/3dd61d97827e3f380bf9304101149a3f865051fc,16,Abstract,2,"Consequently, existing models for numerical reasoning have used specialized architectures with limited flexibility.","['Consequently,', 'existing', 'models', 'for', 'numerical', 'reasoning', 'have', 'used', 'specialized', 'architectures', 'with', 'limited', 'flexibility.']",,,
126,"In this work, we show that numerical reasoning is amenable to automatic data generation, and thus one can inject this skill into pre-trained LMs, by generating large amounts of data, and training in a multi-task setup.",,,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,15.0,17.0,15.0,17.0,"[(15, 17)]",show,0.0,18.0,22.0,18.0,22.0,"[(18, 22)]",['we'],['show'],,,,,,,,,,show,show,"[',', 'we']",[],0,18,23,18,23,,,,,https://www.semanticscholar.org/paper/Injecting-Numerical-Reasoning-Skills-into-Language-Geva-Gupta/3dd61d97827e3f380bf9304101149a3f865051fc,16,Abstract,3,"In this work, we show that numerical reasoning is amenable to automatic data generation, and thus one can inject this skill into pre-trained LMs, by generating large amounts of data, and training in a multi-task setup.","['In', 'this', 'work,', 'we', 'show', 'that', 'numerical', 'reasoning', 'is', 'amenable', 'to', 'automatic', 'data', 'generation,', 'and', 'thus', 'one', 'can', 'inject', 'this', 'skill', 'into', 'pre-trained', 'LMs,', 'by', 'generating', 'large', 'amounts', 'of', 'data,', 'and', 'training', 'in', 'a', 'multi-task', 'setup.']",,,
127,"We show that pre-training our model , GenBERT , on this data , dramatically improves performance on",DROP,"( 49.3 $ \rightarrow $ 72.3 F1 ) , reaching performance that matches state-of-the-art models of comparable size , while using a simple and general-purpose encoder-decoder architecture .",S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",show,0.0,3.0,7.0,3.0,7.0,"[(3, 7)]",['We'],['show'],improves,"['pre - training our model , GenBERT , on this data ,']",[],-1.0,0.0,78.0,87.0,78.0,87.0,show,show,['We'],[],0,3,8,3,8,reaching,49.3,"['PROPN', 'ADP', 'VERB']","['DROP', 'on', 'improves']",https://www.semanticscholar.org/paper/Injecting-Numerical-Reasoning-Skills-into-Language-Geva-Gupta/3dd61d97827e3f380bf9304101149a3f865051fc,16,Abstract,4,"We show that pre-training our model, GenBERT, on this data, dramatically improves performance on DROP (49.3 $\rightarrow$ 72.3 F1), reaching performance that matches state-of-the-art models of comparable size, while using a simple and general-purpose encoder-decoder architecture.","['We', 'show', 'that', 'pre-training', 'our', 'model', ',', 'GenBERT', ',', 'on', 'this', 'data', ',', 'dramatically', 'improves', 'performance', 'on', 'DROP', '(', '49.3', '$', '\\rightarrow', '$', '72.3', 'F1', ')', ',', 'reaching', 'performance', 'that', 'matches', 'state-of-the-art', 'models', 'of', 'comparable', 'size', ',', 'while', 'using', 'a', 'simple', 'and', 'general-purpose', 'encoder-decoder', 'architecture', '.']","(17, 18)","(99, 103)",0.0
128,"Moreover, GenBERT generalizes well to math word problem datasets, while maintaining high performance on standard RC tasks.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",GenBERT,0.0,11.0,18.0,11.0,18.0,"[(11, 18)]",generalizes,0.0,19.0,30.0,19.0,30.0,"[(19, 30)]",['GenBERT'],['generalizes'],,,,,,,,,,problem,problem,"['Moreover , GenBERT generalizes well to math', 'word']","['datasets , while maintaining high performance on standard RC tasks', '.']",0,49,57,49,57,,,,,https://www.semanticscholar.org/paper/Injecting-Numerical-Reasoning-Skills-into-Language-Geva-Gupta/3dd61d97827e3f380bf9304101149a3f865051fc,16,Abstract,5,"Moreover, GenBERT generalizes well to math word problem datasets, while maintaining high performance on standard RC tasks.","['Moreover,', 'GenBERT', 'generalizes', 'well', 'to', 'math', 'word', 'problem', 'datasets,', 'while', 'maintaining', 'high', 'performance', 'on', 'standard', 'RC', 'tasks.']",,,
129,"Our approach provides a general recipe for injecting skills into large pre-trained LMs, whenever the skill is amenable to automatic data augmentation.",,,S,"['NP', 'VP', '.']",approach,0.0,4.0,12.0,4.0,12.0,"[(4, 12)]",provides,0.0,13.0,21.0,13.0,21.0,"[(13, 21)]",['approach'],['provides'],,,,,,,,,,provides,provides,['Our approach'],"['a general recipe for injecting skills into', 'large pre - trained LMs , whenever the skill is amenable to automatic data augmentation', '.']",0,13,22,13,22,,,,,https://www.semanticscholar.org/paper/Injecting-Numerical-Reasoning-Skills-into-Language-Geva-Gupta/3dd61d97827e3f380bf9304101149a3f865051fc,16,Abstract,6,"Our approach provides a general recipe for injecting skills into large pre-trained LMs, whenever the skill is amenable to automatic data augmentation.","['Our', 'approach', 'provides', 'a', 'general', 'recipe', 'for', 'injecting', 'skills', 'into', 'large', 'pre-trained', 'LMs,', 'whenever', 'the', 'skill', 'is', 'amenable', 'to', 'automatic', 'data', 'augmentation.']",,,
130,Injecting Numerical Reasoning Skills into Language Models.,,,S,"['VP', '.']",,,,,,,[],Injecting,0.0,0.0,9.0,0.0,9.0,"[(0, 9)]",[],['Injecting'],,,,,,,,,,Numerical,Numerical,['Injecting'],['Reasoning Skills into Language Models'],0,10,20,10,20,,,,,https://www.semanticscholar.org/paper/Injecting-Numerical-Reasoning-Skills-into-Language-Geva-Gupta/3dd61d97827e3f380bf9304101149a3f865051fc,16,Title,0,Injecting Numerical Reasoning Skills into Language Models.,"['Injecting', 'Numerical', 'Reasoning', 'Skills', 'into', 'Language', 'Models.']",,,
131,Standard test sets for supervised learning evaluate in-distribution generalization.,,,NP,"['NP', 'PP', 'VB', 'PP', 'HYPH', 'NP', '.']",Standard test sets distribution generalization,0.0,0.0,84.0,0.0,84.0,"[(0, 8), (9, 13), (14, 18), (57, 69), (70, 84)]",evaluate,0.0,43.0,51.0,43.0,51.0,"[(43, 51)]","['Standard', 'test', 'sets', 'distribution', 'generalization']",['evaluate'],,,,,,,,,,test,test,['Standard'],['sets for supervised learning evaluate in - distribution generalization'],0,9,14,9,14,,,,,https://www.semanticscholar.org/paper/Evaluating-NLP-Models-via-Contrast-Sets-Gardner-Artzi/9fec5868542b4d9070306f1418d1d21666226e90,17,Abstract,0,Standard test sets for supervised learning evaluate in-distribution generalization.,"['Standard', 'test', 'sets', 'for', 'supervised', 'learning', 'evaluate', 'in-distribution', 'generalization.']",,,
132,"Unfortunately, when a dataset has systematic gaps (e.g., annotation artifacts), these evaluations are misleading: a model can learn simple decision rules that perform well on the test set but do not capture a dataset's intended capabilities.",,,S,"['S', ':', 'S', '.']",,,,,,,[],,,,,,,[],"['these', 'evaluations', 'a', 'model']","['are', 'can', 'learn']",,,,,,,,,,misleading,are misleading,"['annotation artifacts ) ,', 'these evaluations', 'Unfortunately ,', 'when a dataset has systematic gaps ( e.g. ,']","[':', 'a model can learn simple decision rules perform well on the test set']",0,103,118,103,118,,,,,https://www.semanticscholar.org/paper/Evaluating-NLP-Models-via-Contrast-Sets-Gardner-Artzi/9fec5868542b4d9070306f1418d1d21666226e90,17,Abstract,1,"Unfortunately, when a dataset has systematic gaps (e.g., annotation artifacts), these evaluations are misleading: a model can learn simple decision rules that perform well on the test set but do not capture a dataset's intended capabilities.","['Unfortunately,', 'when', 'a', 'dataset', 'has', 'systematic', 'gaps', '(e.g.,', 'annotation', 'artifacts),', 'these', 'evaluations', 'are', 'misleading:', 'a', 'model', 'can', 'learn', 'simple', 'decision', 'rules', 'that', 'perform', 'well', 'on', 'the', 'test', 'set', 'but', 'do', 'not', 'capture', 'a', ""dataset's"", 'intended', 'capabilities.']",,,
133,We propose a new annotation paradigm for NLP that helps to close systematic gaps in the test data.,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",propose,0.0,3.0,10.0,3.0,10.0,"[(3, 10)]",['We'],['propose'],,,,,,,,,,propose,propose,['We'],"['a new annotation paradigm for NLP', '.']",0,3,11,3,11,,,,,https://www.semanticscholar.org/paper/Evaluating-NLP-Models-via-Contrast-Sets-Gardner-Artzi/9fec5868542b4d9070306f1418d1d21666226e90,17,Abstract,2,We propose a new annotation paradigm for NLP that helps to close systematic gaps in the test data.,"['We', 'propose', 'a', 'new', 'annotation', 'paradigm', 'for', 'NLP', 'that', 'helps', 'to', 'close', 'systematic', 'gaps', 'in', 'the', 'test', 'data.']",,,
134,"In particular, after a dataset is constructed, we recommend that the dataset authors manually perturb the test instances in small but meaningful ways that (typically) change the gold label, creating contrast sets.",,,S,"['PP', ',', 'SBAR', ',', 'NP', 'VP', '.']",we,0.0,49.0,51.0,49.0,51.0,"[(49, 51)]",recommend,0.0,52.0,61.0,52.0,61.0,"[(52, 61)]",['we'],['recommend'],,,,,,,,,,recommend,recommend,"[',', 'we', 'In particular , after a dataset is constructed']","['but', 'ways that ( typically ) change the gold label , creating contrast sets .']",0,52,62,52,62,,,,,https://www.semanticscholar.org/paper/Evaluating-NLP-Models-via-Contrast-Sets-Gardner-Artzi/9fec5868542b4d9070306f1418d1d21666226e90,17,Abstract,3,"In particular, after a dataset is constructed, we recommend that the dataset authors manually perturb the test instances in small but meaningful ways that (typically) change the gold label, creating contrast sets.","['In', 'particular,', 'after', 'a', 'dataset', 'is', 'constructed,', 'we', 'recommend', 'that', 'the', 'dataset', 'authors', 'manually', 'perturb', 'the', 'test', 'instances', 'in', 'small', 'but', 'meaningful', 'ways', 'that', '(typically)', 'change', 'the', 'gold', 'label,', 'creating', 'contrast', 'sets.']",,,
135,"Contrast sets provide a local view of a model's decision boundary, which can be used to more accurately evaluate a model's true linguistic capabilities.",,,S,"['NP', 'VP', '.']",Contrast sets,0.0,0.0,13.0,0.0,13.0,"[(0, 8), (9, 13)]",provide,0.0,14.0,21.0,14.0,21.0,"[(14, 21)]","['Contrast', 'sets']",['provide'],,,,,,,,,,sets,sets,['Contrast'],"[""provide a local view of a model 's decision boundary , which can be used to more accurately evaluate a model 's true linguistic capabilities .""]",0,9,14,9,14,,,,,https://www.semanticscholar.org/paper/Evaluating-NLP-Models-via-Contrast-Sets-Gardner-Artzi/9fec5868542b4d9070306f1418d1d21666226e90,17,Abstract,4,"Contrast sets provide a local view of a model's decision boundary, which can be used to more accurately evaluate a model's true linguistic capabilities.","['Contrast', 'sets', 'provide', 'a', 'local', 'view', 'of', 'a', ""model's"", 'decision', 'boundary,', 'which', 'can', 'be', 'used', 'to', 'more', 'accurately', 'evaluate', 'a', ""model's"", 'true', 'linguistic', 'capabilities.']",,,
136,"We demonstrate the efficacy of contrast sets by creating them for 10 diverse NLP datasets ( e.g. ,",DROP,"reading comprehension , UD parsing , IMDb sentiment analysis ) .",S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",demonstrate,0.0,3.0,14.0,3.0,14.0,"[(3, 14)]",['We'],['demonstrate'],,,,,,,,,,analysis,analysis,"['10 diverse NLP datasets ( e.g. , DROP reading comprehension ,', 'UD parsing', 'IMDb']",['We demonstrate the efficacy of contrast sets by creating them for ) .'],2,156,165,52,61,reading,reading,"['NOUN', 'ADV', 'NOUN']","['DROP', 'e.g.', 'analysis']",https://www.semanticscholar.org/paper/Evaluating-NLP-Models-via-Contrast-Sets-Gardner-Artzi/9fec5868542b4d9070306f1418d1d21666226e90,17,Abstract,5,"We demonstrate the efficacy of contrast sets by creating them for 10 diverse NLP datasets (e.g., DROP reading comprehension, UD parsing, IMDb sentiment analysis).","['We', 'demonstrate', 'the', 'efficacy', 'of', 'contrast', 'sets', 'by', 'creating', 'them', 'for', '10', 'diverse', 'NLP', 'datasets', '(', 'e.g.', ',', 'DROP', 'reading', 'comprehension', ',', 'UD', 'parsing', ',', 'IMDb', 'sentiment', 'analysis', ')', '.']","(18, 19)","(98, 102)",0.0
137,"Although our contrast sets are not explicitly adversarial, model performance is significantly lower on them than on the original test sets---up to 25\% in some cases.",,,S,"['SBAR', ',', 'NP', 'VP', '.']",model performance,0.0,60.0,77.0,60.0,77.0,"[(60, 65), (66, 77)]",is,0.0,78.0,80.0,78.0,80.0,"[(78, 80)]","['model', 'performance']",['is'],,,,,,,,,,significantly,is significantly,[],['lower on them than on the original test sets --- up to 25\\% in some cases .'],0,78,95,78,95,,,,,https://www.semanticscholar.org/paper/Evaluating-NLP-Models-via-Contrast-Sets-Gardner-Artzi/9fec5868542b4d9070306f1418d1d21666226e90,17,Abstract,6,"Although our contrast sets are not explicitly adversarial, model performance is significantly lower on them than on the original test sets---up to 25\% in some cases.","['Although', 'our', 'contrast', 'sets', 'are', 'not', 'explicitly', 'adversarial,', 'model', 'performance', 'is', 'significantly', 'lower', 'on', 'them', 'than', 'on', 'the', 'original', 'test', 'sets---up', 'to', '25\\%', 'in', 'some', 'cases.']",,,
138,We release our contrast sets as new evaluation benchmarks and encourage future dataset construction efforts to follow similar annotation processes.,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",release and encourage,0.0,3.0,71.0,3.0,71.0,"[(3, 10), (58, 61), (62, 71)]",['We'],"['release', 'encourage', 'follow']",,,,,,,,,,release,release,[],"['our contrast sets as new evaluation benchmarks and', 'encourage future dataset construction efforts to follow similar annotation processes .']",0,3,11,3,11,,,,,https://www.semanticscholar.org/paper/Evaluating-NLP-Models-via-Contrast-Sets-Gardner-Artzi/9fec5868542b4d9070306f1418d1d21666226e90,17,Abstract,7,We release our contrast sets as new evaluation benchmarks and encourage future dataset construction efforts to follow similar annotation processes.,"['We', 'release', 'our', 'contrast', 'sets', 'as', 'new', 'evaluation', 'benchmarks', 'and', 'encourage', 'future', 'dataset', 'construction', 'efforts', 'to', 'follow', 'similar', 'annotation', 'processes.']",,,
139,Evaluating NLP Models via Contrast Sets.,,,S,"['VP', '.']",,,,,,,[],Evaluating,0.0,0.0,10.0,0.0,10.0,"[(0, 10)]",[],['Evaluating'],,,,,,,,,,Models,Models,"['Evaluating', 'NLP']",[],0,15,22,15,22,,,,,https://www.semanticscholar.org/paper/Evaluating-NLP-Models-via-Contrast-Sets-Gardner-Artzi/9fec5868542b4d9070306f1418d1d21666226e90,17,Title,0,Evaluating NLP Models via Contrast Sets.,"['Evaluating', 'NLP', 'Models', 'via', 'Contrast', 'Sets.']",,,
