,text,src,Type,misc,ID,ann_section,ann_source,class
3542,RP,4,Abstract,ss_i,2066441,test,gold,i
3543,TC + RP,4,Abstract,ss_i,2066441,test,gold,i
3544,probing depth and density of micro-organisms,4,Abstract,ss_o,2066441,test,gold,o
3545,RP,4,Abstract,hl_i,2066441,test,gold,i
3546,TC + RP,4,Abstract,hl_i,2066441,test,gold,i
3547,probing depth and density of micro-organisms,4,Abstract,hl_o,2066441,test,gold,o
3548,TC + RP,5,Abstract,ss_i,2066441,test,gold,i
3549,rate of bleeding on pocket probing,5,Abstract,ss_o,2066441,test,gold,o
3550,probing attachment gain .,5,Abstract,ss_o,2066441,test,gold,o
3551,TC + RP,5,Abstract,hl_i,2066441,test,gold,i
3552,rate of bleeding on pocket probing,5,Abstract,hl_o,2066441,test,gold,o
3553,probing attachment gain .,5,Abstract,hl_o,2066441,test,gold,o
3554,root planning,6,Abstract,ss_i,2066441,test,gold,i
3555,TC films .,6,Abstract,ss_i,2066441,test,gold,i
3556,TC,6,Abstract,hl_i,2066441,test,gold,i
3557,periodontal furcation pockets .,0,Title,ss_p,2066441,test,gold,p
3558,tetracycline-immobilized collagen film and root planing,0,Title,ss_i,2066441,test,gold,i
3559,Therapeutic effects,0,Title,ss_o,2066441,test,gold,o
3560,periodontal furcation pockets .,0,Title,hl_p,2066441,test,gold,p
3561,tetracycline-immobilized collagen film,0,Title,hl_i,2066441,test,gold,i
3562,root planing,0,Title,hl_i,2066441,test,gold,i
3563,Eltrombopag,0,Abstract,ss_i,20739054,test,gold,i
3564,Eltrombopag,0,Abstract,hl_i,20739054,test,gold,i
3565,patients with chronic immune thrombocytopenia,1,Abstract,ss_p,20739054,test,gold,p
3566,eltrombopag,1,Abstract,ss_i,20739054,test,gold,i
3567,placebo,1,Abstract,ss_i,20739054,test,gold,i
3568,response,1,Abstract,ss_o,20739054,test,gold,o
3569,patients with chronic immune thrombocytopenia,1,Abstract,hl_p,20739054,test,gold,p
3570,eltrombopag,1,Abstract,hl_i,20739054,test,gold,i
3571,placebo,1,Abstract,hl_i,20739054,test,gold,i
3572,response,1,Abstract,hl_o,20739054,test,gold,o
3573,"adults with previously treated immune thrombocytopenia of more than 6 months ' duration who had baseline platelet counts lower than 30,000 per μL",2,Abstract,ss_p,20739054,test,gold,p
3574,adults,2,Abstract,hl_p,20739054,test,gold,p
3575,previously treated immune thrombocytopenia of more than 6 months ' duration,2,Abstract,hl_p,20739054,test,gold,p
3576,"baseline platelet counts lower than 30,000 per μL",2,Abstract,hl_p,20739054,test,gold,p
3577,placebo-controlled,2,Abstract,hl_i,20739054,test,gold,i
3578,mg eltrombopag,3,Abstract,ss_i,20739054,test,gold,i
3579,matching placebo,3,Abstract,ss_i,20739054,test,gold,i
3580,eltrombopag,3,Abstract,hl_i,20739054,test,gold,i
3581,placebo,3,Abstract,hl_i,20739054,test,gold,i
3585,response to eltrombopag versus placebo,7,Abstract,ss_i,20739054,test,gold,i
3586,"for response to treatment ( defined as a platelet count of 50,000-400,000 per",7,Abstract,ss_o,20739054,test,gold,o
3587,was the odds of response,7,Abstract,ss_o,20739054,test,gold,o
3588,eltrombopag,7,Abstract,hl_i,20739054,test,gold,i
3589,placebo,7,Abstract,hl_i,20739054,test,gold,i
3590,response to treatment,7,Abstract,hl_o,20739054,test,gold,o
3591,platelet count,7,Abstract,hl_o,20739054,test,gold,o
3594,"FINDINGS Between Nov 22 , 2006 , and July 31 , 2007 , 197 patients",10,Abstract,ss_p,20739054,test,gold,p
3595,"( 135 eltrombopag , 62 placebo )",10,Abstract,ss_i,20739054,test,gold,i
3596,197,10,Abstract,hl_p,20739054,test,gold,p
3597,eltrombopag,10,Abstract,hl_i,20739054,test,gold,i
3598,placebo,10,Abstract,hl_i,20739054,test,gold,i
3599,in the eltrombopag,11,Abstract,ss_i,20739054,test,gold,i
3600,in the placebo,11,Abstract,ss_i,20739054,test,gold,i
3601,group responded,11,Abstract,ss_o,20739054,test,gold,o
3602,.,11,Abstract,ss_o,20739054,test,gold,o
3603,eltrombopag,11,Abstract,hl_i,20739054,test,gold,i
3604,responded to treatment,11,Abstract,hl_o,20739054,test,gold,o
3605,in the eltrombopag,12,Abstract,ss_i,20739054,test,gold,i
3606,in the placebo,12,Abstract,ss_i,20739054,test,gold,i
3607,The odds of responding,12,Abstract,ss_o,20739054,test,gold,o
3608,eltrombopag,12,Abstract,hl_i,20739054,test,gold,i
3609,placebo,12,Abstract,hl_i,20739054,test,gold,i
3610,receiving eltrombopag,13,Abstract,ss_i,20739054,test,gold,i
3611,receiving,13,Abstract,ss_i,20739054,test,gold,i
3612,eltrombopag reduced concomitant treatment,13,Abstract,ss_o,20739054,test,gold,o
3613,eltrombopag,13,Abstract,hl_i,20739054,test,gold,i
3614,receiving eltrombopag,14,Abstract,ss_i,20739054,test,gold,i
3615,receiving,14,Abstract,ss_i,20739054,test,gold,i
3616,eltrombopag needed rescue,14,Abstract,ss_o,20739054,test,gold,o
3617,eltrombopag,14,Abstract,hl_i,20739054,test,gold,i
3618,patients receiving eltrombopag,15,Abstract,ss_i,20739054,test,gold,i
3619,patients,15,Abstract,ss_i,20739054,test,gold,i
3620,.,15,Abstract,ss_i,20739054,test,gold,i
3621,eltrombopag had thromboembolic,15,Abstract,ss_o,20739054,test,gold,o
3622,eltrombopag,15,Abstract,hl_i,20739054,test,gold,i
3623,thromboembolic,15,Abstract,hl_o,20739054,test,gold,o
3624,Nine ( 7 % ) eltrombopag-treated,16,Abstract,ss_i,20739054,test,gold,i
3625,( 3 % ) in the,16,Abstract,ss_i,20739054,test,gold,i
3626,and five ( 4 % ) eltrombopag-treated,16,Abstract,ss_i,20739054,test,gold,i
3627,allocated,16,Abstract,ss_i,20739054,test,gold,i
3628,increases in alanine aminotransferase concentration,16,Abstract,ss_o,20739054,test,gold,o
3629,increases in total,16,Abstract,ss_o,20739054,test,gold,o
3630,eltrombopag-treated,16,Abstract,hl_i,20739054,test,gold,i
3631,eltrombopag-treated,16,Abstract,hl_i,20739054,test,gold,i
3632,patients taking,17,Abstract,ss_i,20739054,test,gold,i
3633,treated with eltrombopag,17,Abstract,ss_i,20739054,test,gold,i
3634,placebo had serious bleeding,17,Abstract,ss_o,20739054,test,gold,o
3635,eltrombopag,17,Abstract,hl_i,20739054,test,gold,i
3636,serious bleeding,17,Abstract,hl_o,20739054,test,gold,o
3637,INTERPRETATION Eltrombopag,18,Abstract,ss_i,20739054,test,gold,i
3638,Eltrombopag is,18,Abstract,ss_o,20739054,test,gold,o
3639,Eltrombopag,18,Abstract,hl_i,20739054,test,gold,i
3640,associated with eltrombopag,19,Abstract,ss_i,20739054,test,gold,i
3641,eltrombopag,19,Abstract,hl_i,20739054,test,gold,i
3643,chronic immune thrombocytopenia,0,Title,ss_p,20739054,test,gold,p
3644,Eltrombopag,0,Title,ss_i,20739054,test,gold,i
3645,chronic immune thrombocytopenia,0,Title,hl_p,20739054,test,gold,p
3646,Eltrombopag,0,Title,hl_i,20739054,test,gold,i
3647,children with autism spectrum disorder .,0,Abstract,ss_p,20804366,test,gold,p
3648,acupuncture,0,Abstract,ss_i,20804366,test,gold,i
3649,sham acupuncture,0,Abstract,ss_i,20804366,test,gold,i
3650,efficacy,0,Abstract,ss_o,20804366,test,gold,o
3651,children,0,Abstract,hl_p,20804366,test,gold,p
3652,autism spectrum disorder,0,Abstract,hl_p,20804366,test,gold,p
3653,acupuncture,0,Abstract,hl_i,20804366,test,gold,i
3654,sham acupuncture,0,Abstract,hl_i,20804366,test,gold,i
3655,efficacy,0,Abstract,hl_o,20804366,test,gold,o
3656,50 children .,1,Abstract,ss_p,20804366,test,gold,p
3657,50 children,1,Abstract,hl_p,20804366,test,gold,p
3658,tongue acupuncture,2,Abstract,ss_i,20804366,test,gold,i
3659,( sham tongue acupuncture,2,Abstract,ss_i,20804366,test,gold,i
3660,tongue acupuncture,2,Abstract,hl_i,20804366,test,gold,i
3661,sham tongue acupuncture,2,Abstract,hl_i,20804366,test,gold,i
3662,"eye-hand coordination , performance , and practical reasoning of Griffiths Mental Developmental Scale ; ( 2 ) sensory-motor , social , affectual , language , and total score of Ritvo-Freeman Real Life Scale ; ( 3 ) Comprehension Language age in the Reynell Language Developmental Scale ; and ( 4 ) Total Score and Mental Age in Symbolic Play Test .",3,Abstract,ss_o,20804366,test,gold,o
3663,"eye-hand coordination , performance , and practical reasoning of Griffiths Mental Developmental Scale",3,Abstract,hl_o,20804366,test,gold,o
3664,"sensory-motor , social , affectual , language , and total score of Ritvo-Freeman Real Life Scale",3,Abstract,hl_o,20804366,test,gold,o
3665,Comprehension Language age in the Reynell Language Developmental Scale,3,Abstract,hl_o,20804366,test,gold,o
3666,Total Score and Mental Age in Symbolic Play Test,3,Abstract,hl_o,20804366,test,gold,o
3667,children .,4,Abstract,ss_p,20804366,test,gold,p
3668,self-care and cognition domains of the Functional Independence Measure for children .,4,Abstract,ss_o,20804366,test,gold,o
3669,self-care and cognition domains of the Functional Independence Measure for children .,4,Abstract,hl_o,20804366,test,gold,o
3670,children with autism .,5,Abstract,ss_p,20804366,test,gold,p
3671,acupuncture,5,Abstract,ss_i,20804366,test,gold,i
3672,efficacy,5,Abstract,ss_o,20804366,test,gold,o
3673,children with autism .,5,Abstract,hl_p,20804366,test,gold,p
3674,acupuncture,5,Abstract,hl_i,20804366,test,gold,i
3675,efficacy,6,Abstract,ss_o,20804366,test,gold,o
3676,autism spectrum disorder .,0,Title,ss_p,20804366,test,gold,p
3677,acupuncture,0,Title,ss_i,20804366,test,gold,i
3678,sham acupuncture,0,Title,ss_i,20804366,test,gold,i
3679,autism spectrum disorder .,0,Title,hl_p,20804366,test,gold,p
3680,acupuncture,0,Title,hl_i,20804366,test,gold,i
3681,sham acupuncture,0,Title,hl_i,20804366,test,gold,i
3682,16 patients with localized juvenile periodontitis .,0,Abstract,ss_p,2088233,test,gold,p
3683,doxycycline,0,Abstract,ss_i,2088233,test,gold,i
3684,immediate clinical and microbiological efficacy,0,Abstract,ss_o,2088233,test,gold,o
3685,16 patients with localized juvenile periodontitis,0,Abstract,hl_p,2088233,test,gold,p
3686,doxycycline,0,Abstract,hl_i,2088233,test,gold,i
3687,immediate clinical and microbiological efficacy,0,Abstract,hl_o,2088233,test,gold,o
3688,"gingival fluid flow , probing depths , bleeding on probing and suppuration",1,Abstract,ss_o,2088233,test,gold,o
3689,radiographic attachment loss,1,Abstract,ss_o,2088233,test,gold,o
3690,"gingival fluid flow , probing depths , bleeding on probing and suppuration",1,Abstract,hl_o,2088233,test,gold,o
3691,Subgingival bacterial samples,2,Abstract,ss_o,2088233,test,gold,o
3692,Subgingival bacterial samples,2,Abstract,hl_o,2088233,test,gold,o
3693,Spirochaetes,3,Abstract,ss_o,2088233,test,gold,o
3694,dark-field microscopy .,3,Abstract,ss_o,2088233,test,gold,o
3695,Spirochaetes,3,Abstract,hl_o,2088233,test,gold,o
3696,dark-field microscopy .,3,Abstract,hl_o,2088233,test,gold,o
3697,"Actinobacillus actinomycetemcomitans , pigmented and non-pigmented Bacteroides spp.",4,Abstract,ss_o,2088233,test,gold,o
3698,"Capnocytophaga , Fusobacterium and Actinomyces spp .",4,Abstract,ss_o,2088233,test,gold,o
3700,Bacterial species,6,Abstract,ss_o,2088233,test,gold,o
3701,patients with localized juvenile periodontitis .,7,Abstract,ss_p,2088233,test,gold,p
3702,doxycycline,7,Abstract,ss_i,2088233,test,gold,i
3703,short-term clinical nor microbiological efficacy,7,Abstract,ss_o,2088233,test,gold,o
3704,patients with localized juvenile periodontitis .,7,Abstract,hl_p,2088233,test,gold,p
3705,doxycycline,7,Abstract,hl_i,2088233,test,gold,i
3706,short-term clinical nor microbiological efficacy,7,Abstract,hl_o,2088233,test,gold,o
3707,localized juvenile periodontitis .,0,Title,ss_p,2088233,test,gold,p
3708,doxycycline,0,Title,ss_i,2088233,test,gold,i
3709,immediate efficacy,0,Title,ss_o,2088233,test,gold,o
3710,localized juvenile periodontitis .,0,Title,hl_p,2088233,test,gold,p
3711,doxycycline,0,Title,hl_i,2088233,test,gold,i
3712,immediate efficacy,0,Title,hl_o,2088233,test,gold,o
3713,visual and kinesthetic locomotor imagery training,0,Abstract,ss_i,20943715,test,gold,i
3714,auditory step rhythm,0,Abstract,ss_i,20943715,test,gold,i
3715,walking performance,0,Abstract,ss_o,20943715,test,gold,o
3716,visual and kinesthetic locomotor imagery training,0,Abstract,hl_i,20943715,test,gold,i
3717,auditory step rhythm,0,Abstract,hl_i,20943715,test,gold,i
3718,walking performance,0,Abstract,hl_o,20943715,test,gold,o
3721,Fifteen subjects with post-stroke hemiparesis .,3,Abstract,ss_p,20943715,test,gold,p
3722,Fifteen subjects with post-stroke hemiparesis,3,Abstract,hl_p,20943715,test,gold,p
3723,locomotor imagery trainings,4,Abstract,ss_i,20943715,test,gold,i
3724,"visual locomotor imagery training , kinesthetic locomotor imagery training , visual locomotor imagery training with auditory step rhythm",4,Abstract,ss_i,20943715,test,gold,i
3725,kinesthetic locomotor imagery training with auditory step rhythm .,4,Abstract,ss_i,20943715,test,gold,i
3726,locomotor imagery trainings,4,Abstract,hl_i,20943715,test,gold,i
3727,visual locomotor imagery training,4,Abstract,hl_i,20943715,test,gold,i
3728,kinesthetic locomotor imagery training,4,Abstract,hl_i,20943715,test,gold,i
3729,visual locomotor imagery training with auditory step rhythm,4,Abstract,hl_i,20943715,test,gold,i
3730,kinesthetic locomotor imagery training with auditory step rhythm,4,Abstract,hl_i,20943715,test,gold,i
3731,The timed up-and-go test and electromyographic and kinematic analyses of the affected lower limb,5,Abstract,ss_o,20943715,test,gold,o
3732,The timed up-and-go test and electromyographic and kinematic analyses of the affected lower limb,5,Abstract,hl_o,20943715,test,gold,o
3733,visual locomotor imagery training,6,Abstract,ss_i,20943715,test,gold,i
3734,the kinesthetic locomotor imagery training with auditory step rhythm,6,Abstract,ss_i,20943715,test,gold,i
3735,timed up-and-go test,6,Abstract,ss_o,20943715,test,gold,o
3736,visual locomotor imagery training,6,Abstract,hl_i,20943715,test,gold,i
3737,kinesthetic locomotor imagery training,6,Abstract,hl_i,20943715,test,gold,i
3738,auditory step rhythm,6,Abstract,hl_i,20943715,test,gold,i
3739,timed up-and-go test,6,Abstract,hl_o,20943715,test,gold,o
3740,the kinesthetic locomotor imagery training,7,Abstract,ss_i,20943715,test,gold,i
3741,the visual locomotor imagery training,7,Abstract,ss_i,20943715,test,gold,i
3742,when auditory step rhythm,7,Abstract,ss_i,20943715,test,gold,i
3743,form of locomotor imagery training,7,Abstract,ss_i,20943715,test,gold,i
3744,greater number of muscles,7,Abstract,ss_o,20943715,test,gold,o
3745,increased angular displacement of the knee and ankle joints,7,Abstract,ss_o,20943715,test,gold,o
3746,kinesthetic locomotor imagery,7,Abstract,hl_i,20943715,test,gold,i
3747,visual locomotor imagery training,7,Abstract,hl_i,20943715,test,gold,i
3748,step rhythm,7,Abstract,hl_i,20943715,test,gold,i
3749,the visual locomotor imagery training,8,Abstract,ss_i,20943715,test,gold,i
3750,the kinesthetic locomotor imagery training with auditory step rhythm,8,Abstract,ss_i,20943715,test,gold,i
3751,well as kinematic data of the knee joint,8,Abstract,ss_o,20943715,test,gold,o
3752,visual locomotor imagery training,8,Abstract,hl_i,20943715,test,gold,i
3753,kinesthetic locomotor imagery training,8,Abstract,hl_i,20943715,test,gold,i
3754,auditory step rhythm,8,Abstract,hl_i,20943715,test,gold,i
3755,the kinesthetic locomotor imagery training,9,Abstract,ss_i,20943715,test,gold,i
3756,the visual locomotor imagery training,9,Abstract,ss_i,20943715,test,gold,i
3757,The therapeutic effect,9,Abstract,ss_o,20943715,test,gold,o
3758,kinesthetic locomotor imagery training,9,Abstract,hl_i,20943715,test,gold,i
3759,visual locomotor imagery training,9,Abstract,hl_i,20943715,test,gold,i
3760,performance of patients with post-stroke hemiparesis,10,Abstract,ss_p,20943715,test,gold,p
3761,The auditory step rhythm,10,Abstract,ss_i,20943715,test,gold,i
3762,the locomotor imagery training,10,Abstract,ss_i,20943715,test,gold,i
3763,the walking performance,10,Abstract,ss_o,20943715,test,gold,o
3764,post-stroke hemiparesis,10,Abstract,hl_p,20943715,test,gold,p
3765,auditory step rhythm,10,Abstract,hl_i,20943715,test,gold,i
3766,locomotor imagery training,10,Abstract,hl_i,20943715,test,gold,i
3767,patients with chronic stroke .,0,Title,ss_p,20943715,test,gold,p
3768,Visual and kinesthetic locomotor imagery training integrated with auditory step rhythm,0,Title,ss_i,20943715,test,gold,i
3769,walking performance,0,Title,ss_o,20943715,test,gold,o
3770,patients with chronic stroke .,0,Title,hl_p,20943715,test,gold,p
3771,Visual and kinesthetic locomotor imagery training,0,Title,hl_i,20943715,test,gold,i
3772,auditory step rhythm,0,Title,hl_i,20943715,test,gold,i
3773,schizophrenics .,0,Abstract,ss_p,21029638,test,gold,p
3774,paliperidone,0,Abstract,ss_i,21029638,test,gold,i
3775,efficacy,0,Abstract,ss_o,21029638,test,gold,o
3776,social functions,0,Abstract,ss_o,21029638,test,gold,o
3777,schizophrenics .,0,Abstract,hl_p,21029638,test,gold,p
3778,paliperidone,0,Abstract,hl_i,21029638,test,gold,i
3779,social functions,0,Abstract,hl_o,21029638,test,gold,o
3780,total of 81 schizophrenics,1,Abstract,ss_p,21029638,test,gold,p
3781,paliperidone,1,Abstract,ss_i,21029638,test,gold,i
3782,risperidone,1,Abstract,ss_i,21029638,test,gold,i
3783,81 schizophrenics,1,Abstract,hl_p,21029638,test,gold,p
3784,paliperidone,1,Abstract,hl_i,21029638,test,gold,i
3785,risperidone,1,Abstract,hl_i,21029638,test,gold,i
3786,"positive and negative symptoms scales ( PANSS ) , social disability screening schedule ( SDSS ) and treatment emergent symptom scale ( TESS )",2,Abstract,ss_o,21029638,test,gold,o
3787,positive and negative symptoms scales ( PANSS ),2,Abstract,hl_o,21029638,test,gold,o
3788,social disability screening schedule ( SDSS ),2,Abstract,hl_o,21029638,test,gold,o
3789,treatment emergent symptom scale ( TESS ),2,Abstract,hl_o,21029638,test,gold,o
3790,factors and total scores of PANSS,3,Abstract,ss_o,21029638,test,gold,o
3791,factors and total scores of PANSS,3,Abstract,hl_o,21029638,test,gold,o
3792,"group , the positive factor , negative factor and total scores of",4,Abstract,ss_o,21029638,test,gold,o
3793,"treatment , the factors and total scores",5,Abstract,ss_o,21029638,test,gold,o
3794,"study group , the",6,Abstract,ss_o,21029638,test,gold,o
3795,"In study group , the",7,Abstract,ss_o,21029638,test,gold,o
3797,weekend of treatment,9,Abstract,ss_o,21029638,test,gold,o
3798,"2.9 ) ( t = -4.49 , P < 0.05 )",9,Abstract,ss_o,21029638,test,gold,o
3799,in either group,10,Abstract,ss_i,21029638,test,gold,i
3800,and psychiatric,11,Abstract,ss_p,21029638,test,gold,p
3801,extended-release tablets are effective,11,Abstract,ss_o,21029638,test,gold,o
3802,improve social functions,11,Abstract,ss_o,21029638,test,gold,o
3803,schizophrenics :,0,Title,ss_p,21029638,test,gold,p
3804,paliperidone,0,Title,ss_i,21029638,test,gold,i
3805,[ Efficacy,0,Title,ss_o,21029638,test,gold,o
3806,social functions,0,Title,ss_o,21029638,test,gold,o
3807,schizophrenics,0,Title,hl_p,21029638,test,gold,p
3808,paliperidone,0,Title,hl_i,21029638,test,gold,i
3809,social functions,0,Title,hl_o,21029638,test,gold,o
3810,depressive symptoms,0,Abstract,ss_o,21106663,test,gold,o
3811,depressive symptoms,0,Abstract,hl_o,21106663,test,gold,o
3812,abstinence and depressive symptom,1,Abstract,ss_o,21106663,test,gold,o
3814,time-varying abstinence and depressive symptom,3,Abstract,ss_o,21106663,test,gold,o
3815,depressive symptom,3,Abstract,hl_o,21106663,test,gold,o
3816,Participants were 236 heavy drinking smokers,4,Abstract,ss_p,21106663,test,gold,p
3817,alcohol intervention,4,Abstract,ss_i,21106663,test,gold,i
3818,efficacy,4,Abstract,ss_o,21106663,test,gold,o
3819,236 heavy drinking smokers,4,Abstract,hl_p,21106663,test,gold,p
3820,alcohol intervention,4,Abstract,hl_i,21106663,test,gold,i
3821,Depressive symptoms and biochemically verified abstinence,5,Abstract,ss_o,21106663,test,gold,o
3822,Depressive symptoms,5,Abstract,hl_o,21106663,test,gold,o
3823,biochemically verified abstinence,5,Abstract,hl_o,21106663,test,gold,o
3824,depressive symptoms,6,Abstract,ss_o,21106663,test,gold,o
3825,depressive symptoms,6,Abstract,hl_o,21106663,test,gold,o
3826,time-varying abstinence ( vs. smoking ),7,Abstract,ss_o,21106663,test,gold,o
3827,level of depressive symptoms,7,Abstract,ss_o,21106663,test,gold,o
3828,depressive symptoms .,7,Abstract,ss_o,21106663,test,gold,o
3829,level of depressive symptoms,7,Abstract,hl_o,21106663,test,gold,o
3830,depressive symptoms .,7,Abstract,hl_o,21106663,test,gold,o
3831,depressive symptoms .,8,Abstract,ss_o,21106663,test,gold,o
3832,depressive symptoms .,8,Abstract,hl_o,21106663,test,gold,o
3833,depressive symptoms .,9,Abstract,ss_o,21106663,test,gold,o
3834,depressive symptoms .,9,Abstract,hl_o,21106663,test,gold,o
3836,depressive symptoms,0,Title,ss_o,21106663,test,gold,o
3837,depressive symptoms,0,Title,hl_o,21106663,test,gold,o
3838,"Beluga , Huso huso ( L. )",0,Abstract,ss_p,21170734,test,gold,p
3839,anesthesia,0,Abstract,ss_i,21170734,test,gold,i
3840,anesthesia,0,Abstract,ss_i,21170734,test,gold,i
3841,anesthesia,0,Abstract,ss_i,21170734,test,gold,i
3842,l⁻¹ clove solution,0,Abstract,ss_i,21170734,test,gold,i
3843,serum parameters,0,Abstract,ss_o,21170734,test,gold,o
3844,respectively .,0,Abstract,ss_o,21170734,test,gold,o
3845,"Beluga , Huso huso ( L. )",0,Abstract,hl_p,21170734,test,gold,p
3846,anesthesia,0,Abstract,hl_i,21170734,test,gold,i
3847,anesthesia,0,Abstract,hl_i,21170734,test,gold,i
3848,Blood samples,1,Abstract,ss_o,21170734,test,gold,o
3849,that cortisol and glucose levels,2,Abstract,ss_o,21170734,test,gold,o
3850,control .,2,Abstract,ss_o,21170734,test,gold,o
3851,Serum lactate levels,3,Abstract,ss_o,21170734,test,gold,o
3852,control group .,3,Abstract,ss_o,21170734,test,gold,o
3853,Lactate,4,Abstract,ss_o,21170734,test,gold,o
3854,"differences in serum levels of cholesterol , total protein , lactate dehydrogenase , aspartate aminotransferase , alanine aminotransferase , Na⁺ , Cl⁻",5,Abstract,ss_o,21170734,test,gold,o
3855,for blood,6,Abstract,ss_p,21170734,test,gold,p
3856,Results suggest that,6,Abstract,ss_i,21170734,test,gold,i
3857,dose is better,6,Abstract,ss_i,21170734,test,gold,i
3858,anesthesia with lower dose,6,Abstract,ss_o,21170734,test,gold,o
3859,"Beluga , Huso huso ( L. )",0,Title,ss_p,21170734,test,gold,p
3860,Serum biochemical characteristics,0,Title,ss_o,21170734,test,gold,o
3861,"Beluga , Huso huso ( L. )",0,Title,hl_p,21170734,test,gold,p
3862,pioglitazone,0,Abstract,ss_i,21211686,test,gold,i
3863,effect,0,Abstract,ss_o,21211686,test,gold,o
3864,atheroma progression .,0,Abstract,ss_o,21211686,test,gold,o
3865,pioglitazone,0,Abstract,hl_i,21211686,test,gold,i
3866,coronary atheroma progression .,1,Abstract,ss_o,21211686,test,gold,o
3867,Pioglitazone,2,Abstract,ss_i,21211686,test,gold,i
3868,glimepiride,2,Abstract,ss_i,21211686,test,gold,i
3869,progression,2,Abstract,ss_o,21211686,test,gold,o
3870,Pioglitazone,2,Abstract,hl_i,21211686,test,gold,i
3871,360 diabetic patients with coronary artery disease,3,Abstract,ss_p,21211686,test,gold,p
3872,pioglitazone,3,Abstract,ss_i,21211686,test,gold,i
3873,glimepiride,3,Abstract,ss_i,21211686,test,gold,i
3874,( Pioglitazone,3,Abstract,ss_i,21211686,test,gold,i
3875,360 diabetic patients with coronary artery disease,3,Abstract,hl_p,21211686,test,gold,p
3876,pioglitazone,3,Abstract,hl_i,21211686,test,gold,i
3877,glimepiride,3,Abstract,hl_i,21211686,test,gold,i
3878,Coronary atheroma progression was evaluated by serial intravascular ultrasound .,4,Abstract,ss_o,21211686,test,gold,o
3879,Coronary atheroma progression,4,Abstract,hl_o,21211686,test,gold,o
3880,"changes in biochemical parameters , percent atheroma volume , and total atheroma volume",5,Abstract,ss_o,21211686,test,gold,o
3881,changes in biochemical parameters,5,Abstract,hl_o,21211686,test,gold,o
3882,percent atheroma volume,5,Abstract,hl_o,21211686,test,gold,o
3883,total atheroma volume,5,Abstract,hl_o,21211686,test,gold,o
3884,Pioglitazone-treated,6,Abstract,ss_i,21211686,test,gold,i
3885,high-density lipoprotein cholesterol ( HDL-C ),6,Abstract,ss_o,21211686,test,gold,o
3886,"glycated hemoglobin , triglycerides , and C-reactive protein .",6,Abstract,ss_o,21211686,test,gold,o
3887,Pioglitazone-treated,6,Abstract,hl_i,21211686,test,gold,i
3888,high-density lipoprotein cholesterol ( HDL-C ),6,Abstract,hl_o,21211686,test,gold,o
3889,glycated hemoglobin,6,Abstract,hl_o,21211686,test,gold,o
3890,triglycerides,6,Abstract,hl_o,21211686,test,gold,o
3891,C-reactive protein,6,Abstract,hl_o,21211686,test,gold,o
3892,pioglitazone,7,Abstract,ss_i,21211686,test,gold,i
3893,glimepiride .,7,Abstract,ss_i,21211686,test,gold,i
3894,percent atheroma volume and triglycerides,7,Abstract,ss_o,21211686,test,gold,o
3895,triglyceride/HDL-C ratio,7,Abstract,ss_o,21211686,test,gold,o
3896,glycated hemoglobin,7,Abstract,ss_o,21211686,test,gold,o
3897,low-density lipoprotein cholesterol,7,Abstract,ss_o,21211686,test,gold,o
3898,apolipoprotein B,7,Abstract,ss_o,21211686,test,gold,o
3899,apolipoprotein A-I,7,Abstract,ss_o,21211686,test,gold,o
3900,pioglitazone,7,Abstract,hl_i,21211686,test,gold,i
3901,glimepiride .,7,Abstract,hl_i,21211686,test,gold,i
3902,percent atheroma volume and triglycerides,7,Abstract,hl_o,21211686,test,gold,o
3903,triglyceride/HDL-C ratio,7,Abstract,hl_o,21211686,test,gold,o
3904,glycated hemoglobin,7,Abstract,hl_o,21211686,test,gold,o
3905,low-density lipoprotein cholesterol,7,Abstract,hl_o,21211686,test,gold,o
3906,apolipoprotein B,7,Abstract,hl_o,21211686,test,gold,o
3907,apolipoprotein A-I,7,Abstract,hl_o,21211686,test,gold,o
3908,Substantial atheroma regression,8,Abstract,ss_o,21211686,test,gold,o
3909,progression,8,Abstract,ss_o,21211686,test,gold,o
3910,HDL-C,8,Abstract,ss_o,21211686,test,gold,o
3911,triglycerides,8,Abstract,ss_o,21211686,test,gold,o
3912,triglyceride/HDL-C ratio,8,Abstract,ss_o,21211686,test,gold,o
3913,glycated hemoglobin,8,Abstract,ss_o,21211686,test,gold,o
3914,HDL-C,8,Abstract,hl_o,21211686,test,gold,o
3915,triglycerides,8,Abstract,hl_o,21211686,test,gold,o
3916,triglyceride/HDL-C ratio,8,Abstract,hl_o,21211686,test,gold,o
3917,glycated hemoglobin,8,Abstract,hl_o,21211686,test,gold,o
3918,pioglitazone-induced,9,Abstract,ss_i,21211686,test,gold,i
3919,triglyceride/HDL-C,9,Abstract,ss_o,21211686,test,gold,o
3920,percent atheroma volume,9,Abstract,ss_o,21211686,test,gold,o
3921,total atheroma volume,9,Abstract,ss_o,21211686,test,gold,o
3922,pioglitazone-induced,9,Abstract,hl_i,21211686,test,gold,i
3923,triglyceride/HDL-C,9,Abstract,hl_o,21211686,test,gold,o
3924,percent atheroma volume,9,Abstract,hl_o,21211686,test,gold,o
3925,total atheroma volume,9,Abstract,hl_o,21211686,test,gold,o
3926,diabetic patients .,10,Abstract,ss_p,21211686,test,gold,p
3927,pioglitazone,10,Abstract,ss_i,21211686,test,gold,i
