,split_0,split_1,split_2,averb,averb-s,averb-o,averb-relation,root,root-full,root-s,root-o,fverb,fword,apos,apos-w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span
186,We propose embedding-similarity and sentiment-similarity regularization methods that improve both individual and group fairness metrics without sacrificing perplexity and semantic similarity---a positive step toward development and deployment of fairer language models for real-world applications.,,,,,,,propose,propose,['We .'],[],,,,,https://www.semanticscholar.org/paper/Reducing-Sentiment-Bias-in-Language-Models-via-Huang-Zhang/76540cdd760f659e1a1ad20ce8b1acc1444f7435,20,Abstract,11,We propose embedding-similarity and sentiment-similarity regularization methods that improve both individual and group fairness metrics without sacrificing perplexity and semantic similarity---a positive step toward development and deployment of fairer language models for real-world applications.,"['We', 'propose', 'embedding-similarity', 'and', 'sentiment-similarity', 'regularization', 'methods', 'that', 'improve', 'both', 'individual', 'and', 'group', 'fairness', 'metrics', 'without', 'sacrificing', 'perplexity', 'and', 'semantic', 'similarity---a', 'positive', 'step', 'toward', 'development', 'and', 'deployment', 'of', 'fairer', 'language', 'models', 'for', 'real-world', 'applications.']",
187,Reducing Sentiment Bias in Language Models via Counterfactual Evaluation.,,,,,,,Bias,Bias,[],[],,,,,https://www.semanticscholar.org/paper/Reducing-Sentiment-Bias-in-Language-Models-via-Huang-Zhang/76540cdd760f659e1a1ad20ce8b1acc1444f7435,20,Title,0,Reducing Sentiment Bias in Language Models via Counterfactual Evaluation.,"['Reducing', 'Sentiment', 'Bias', 'in', 'Language', 'Models', 'via', 'Counterfactual', 'Evaluation.']",
188,We present a method to produce abstractive summaries of long documents that exceed several thousand words via neural abstractive summarization.,,,,,,,present,present,[],[],,,,,https://www.semanticscholar.org/paper/On-Extractive-and-Abstractive-Neural-Document-with-Subramanian-Li/ab1306394aa7d668b530bb22a91990f8165408b3,21,Abstract,0,We present a method to produce abstractive summaries of long documents that exceed several thousand words via neural abstractive summarization.,"['We', 'present', 'a', 'method', 'to', 'produce', 'abstractive', 'summaries', 'of', 'long', 'documents', 'that', 'exceed', 'several', 'thousand', 'words', 'via', 'neural', 'abstractive', 'summarization.']",
189,"We perform a simple extractive step before generating a summary, which is then used to condition the transformer language model on relevant information before being tasked with generating a summary.",,,,,,,then,is then,['which'],[],,,,,https://www.semanticscholar.org/paper/On-Extractive-and-Abstractive-Neural-Document-with-Subramanian-Li/ab1306394aa7d668b530bb22a91990f8165408b3,21,Abstract,1,"We perform a simple extractive step before generating a summary, which is then used to condition the transformer language model on relevant information before being tasked with generating a summary.","['We', 'perform', 'a', 'simple', 'extractive', 'step', 'before', 'generating', 'a', 'summary,', 'which', 'is', 'then', 'used', 'to', 'condition', 'the', 'transformer', 'language', 'model', 'on', 'relevant', 'information', 'before', 'being', 'tasked', 'with', 'generating', 'a', 'summary.']",
190,We show that this extractive step significantly improves summarization results.,,,,,,,show,show,['We'],[],,,,,https://www.semanticscholar.org/paper/On-Extractive-and-Abstractive-Neural-Document-with-Subramanian-Li/ab1306394aa7d668b530bb22a91990f8165408b3,21,Abstract,2,We show that this extractive step significantly improves summarization results.,"['We', 'show', 'that', 'this', 'extractive', 'step', 'significantly', 'improves', 'summarization', 'results.']",
191,We also show that this approach produces more abstractive summaries compared to prior work that employs a copy mechanism while still achieving higher rouge scores.,,,,,,,show,show,['We'],[],,,,,https://www.semanticscholar.org/paper/On-Extractive-and-Abstractive-Neural-Document-with-Subramanian-Li/ab1306394aa7d668b530bb22a91990f8165408b3,21,Abstract,3,We also show that this approach produces more abstractive summaries compared to prior work that employs a copy mechanism while still achieving higher rouge scores.,"['We', 'also', 'show', 'that', 'this', 'approach', 'produces', 'more', 'abstractive', 'summaries', 'compared', 'to', 'prior', 'work', 'that', 'employs', 'a', 'copy', 'mechanism', 'while', 'still', 'achieving', 'higher', 'rouge', 'scores.']",
192,"Note: The abstract above was not written by the authors, it was generated by one of the models presented in this paper.",,,,,,,Note,Note,[],[],,,,,https://www.semanticscholar.org/paper/On-Extractive-and-Abstractive-Neural-Document-with-Subramanian-Li/ab1306394aa7d668b530bb22a91990f8165408b3,21,Abstract,4,"Note: The abstract above was not written by the authors, it was generated by one of the models presented in this paper.","['Note:', 'The', 'abstract', 'above', 'was', 'not', 'written', 'by', 'the', 'authors,', 'it', 'was', 'generated', 'by', 'one', 'of', 'the', 'models', 'presented', 'in', 'this', 'paper.']",
193,On Extractive and Abstractive Neural Document Summarization with Transformer Language Models.,,,,,,,Neural,Neural,[],[],,,,,https://www.semanticscholar.org/paper/On-Extractive-and-Abstractive-Neural-Document-with-Subramanian-Li/ab1306394aa7d668b530bb22a91990f8165408b3,21,Title,0,On Extractive and Abstractive Neural Document Summarization with Transformer Language Models.,"['On', 'Extractive', 'and', 'Abstractive', 'Neural', 'Document', 'Summarization', 'with', 'Transformer', 'Language', 'Models.']",
194,"Social bias in machine learning has drawn significant attention, with work ranging from demonstrations of bias in a multitude of applications, curating definitions of fairness for different contexts, to developing algorithms to mitigate bias.",,,,,,,drawn,has drawn,"['Social bias in', 'machine learning']","['significant', 'attention']",,,,,https://www.semanticscholar.org/paper/Assessing-Social-and-Intersectional-Biases-in-Word-Tan-Celis/039b1c1210c437f3b3ce6e0275ee2137bf5b951c,22,Abstract,0,"Social bias in machine learning has drawn significant attention, with work ranging from demonstrations of bias in a multitude of applications, curating definitions of fairness for different contexts, to developing algorithms to mitigate bias.","['Social', 'bias', 'in', 'machine', 'learning', 'has', 'drawn', 'significant', 'attention,', 'with', 'work', 'ranging', 'from', 'demonstrations', 'of', 'bias', 'in', 'a', 'multitude', 'of', 'applications,', 'curating', 'definitions', 'of', 'fairness', 'for', 'different', 'contexts,', 'to', 'developing', 'algorithms', 'to', 'mitigate', 'bias.']",
195,"In natural language processing, gender bias has been shown to exist in context-free word embeddings.",,,,,,,shown,has been shown,"[', gender bias']",[],,,,,https://www.semanticscholar.org/paper/Assessing-Social-and-Intersectional-Biases-in-Word-Tan-Celis/039b1c1210c437f3b3ce6e0275ee2137bf5b951c,22,Abstract,1,"In natural language processing, gender bias has been shown to exist in context-free word embeddings.","['In', 'natural', 'language', 'processing,', 'gender', 'bias', 'has', 'been', 'shown', 'to', 'exist', 'in', 'context-free', 'word', 'embeddings.']",
196,"Recently, contextual word representations have outperformed word embeddings in several downstream NLP tasks.",,,,,,,word,word,[],[],,,,,https://www.semanticscholar.org/paper/Assessing-Social-and-Intersectional-Biases-in-Word-Tan-Celis/039b1c1210c437f3b3ce6e0275ee2137bf5b951c,22,Abstract,2,"Recently, contextual word representations have outperformed word embeddings in several downstream NLP tasks.","['Recently,', 'contextual', 'word', 'representations', 'have', 'outperformed', 'word', 'embeddings', 'in', 'several', 'downstream', 'NLP', 'tasks.']",
197,"These word representations are conditioned on their context within a sentence, and can also be used to encode the entire sentence.",,,,,,,conditioned,are conditioned,['These word representations'],[],,,,,https://www.semanticscholar.org/paper/Assessing-Social-and-Intersectional-Biases-in-Word-Tan-Celis/039b1c1210c437f3b3ce6e0275ee2137bf5b951c,22,Abstract,3,"These word representations are conditioned on their context within a sentence, and can also be used to encode the entire sentence.","['These', 'word', 'representations', 'are', 'conditioned', 'on', 'their', 'context', 'within', 'a', 'sentence,', 'and', 'can', 'also', 'be', 'used', 'to', 'encode', 'the', 'entire', 'sentence.']",
198,"In this paper, we analyze the extent to which state-of-the-art models for contextual word representations, such as",BERT,"and GPT-2, encode biases with respect to gender, race, and intersectional identities.",analyze,"[',', 'we', 'the extent to']",[],-1.0,analyze,analyze,"[',', 'we', 'the extent to']",[],gender,and,"['PROPN', 'SCONJ', 'NOUN']","['BERT', 'as', 'representations']",https://www.semanticscholar.org/paper/Assessing-Social-and-Intersectional-Biases-in-Word-Tan-Celis/039b1c1210c437f3b3ce6e0275ee2137bf5b951c,22,Abstract,4,"In this paper, we analyze the extent to which state-of-the-art models for contextual word representations, such as BERT and GPT-2, encode biases with respect to gender, race, and intersectional identities.","['In', 'this', 'paper,', 'we', 'analyze', 'the', 'extent', 'to', 'which', 'state-of-the-art', 'models', 'for', 'contextual', 'word', 'representations,', 'such', 'as', 'BERT', 'and', 'GPT-2,', 'encode', 'biases', 'with', 'respect', 'to', 'gender,', 'race,', 'and', 'intersectional', 'identities.']","(17, 18)"
199,"Towards this, we propose assessing bias at the contextual word level.",,,,,,,propose,propose,"['Towards this', ',', 'we']",[],,,,,https://www.semanticscholar.org/paper/Assessing-Social-and-Intersectional-Biases-in-Word-Tan-Celis/039b1c1210c437f3b3ce6e0275ee2137bf5b951c,22,Abstract,5,"Towards this, we propose assessing bias at the contextual word level.","['Towards', 'this,', 'we', 'propose', 'assessing', 'bias', 'at', 'the', 'contextual', 'word', 'level.']",
200,"This novel approach captures the contextual effects of bias missing in context-free word embeddings, yet avoids confounding effects that underestimate bias at the sentence encoding level.",,,,,,,avoids,avoids,"['This novel approach captures the contextual effects of bias missing in context - free word embeddings ,', 'yet']",['confounding effects that underestimate bias at the sentence encoding level'],,,,,https://www.semanticscholar.org/paper/Assessing-Social-and-Intersectional-Biases-in-Word-Tan-Celis/039b1c1210c437f3b3ce6e0275ee2137bf5b951c,22,Abstract,6,"This novel approach captures the contextual effects of bias missing in context-free word embeddings, yet avoids confounding effects that underestimate bias at the sentence encoding level.","['This', 'novel', 'approach', 'captures', 'the', 'contextual', 'effects', 'of', 'bias', 'missing', 'in', 'context-free', 'word', 'embeddings,', 'yet', 'avoids', 'confounding', 'effects', 'that', 'underestimate', 'bias', 'at', 'the', 'sentence', 'encoding', 'level.']",
201,"We demonstrate evidence of bias at the corpus level, find varying evidence of bias in embedding association tests, show in particular that racial bias is strongly encoded in contextual word models, and observe that bias effects for intersectional minorities are exacerbated beyond their constituent minority identities.",,,,,,,demonstrate,demonstrate,['We'],['evidence of bias at the corpus level'],,,,,https://www.semanticscholar.org/paper/Assessing-Social-and-Intersectional-Biases-in-Word-Tan-Celis/039b1c1210c437f3b3ce6e0275ee2137bf5b951c,22,Abstract,7,"We demonstrate evidence of bias at the corpus level, find varying evidence of bias in embedding association tests, show in particular that racial bias is strongly encoded in contextual word models, and observe that bias effects for intersectional minorities are exacerbated beyond their constituent minority identities.","['We', 'demonstrate', 'evidence', 'of', 'bias', 'at', 'the', 'corpus', 'level,', 'find', 'varying', 'evidence', 'of', 'bias', 'in', 'embedding', 'association', 'tests,', 'show', 'in', 'particular', 'that', 'racial', 'bias', 'is', 'strongly', 'encoded', 'in', 'contextual', 'word', 'models,', 'and', 'observe', 'that', 'bias', 'effects', 'for', 'intersectional', 'minorities', 'are', 'exacerbated', 'beyond', 'their', 'constituent', 'minority', 'identities.']",
202,"Further, evaluating bias effects at the contextual word level captures biases that are not captured at the sentence level, confirming the need for our novel approach.",,,,,,,",",",",[],[],,,,,https://www.semanticscholar.org/paper/Assessing-Social-and-Intersectional-Biases-in-Word-Tan-Celis/039b1c1210c437f3b3ce6e0275ee2137bf5b951c,22,Abstract,8,"Further, evaluating bias effects at the contextual word level captures biases that are not captured at the sentence level, confirming the need for our novel approach.","['Further,', 'evaluating', 'bias', 'effects', 'at', 'the', 'contextual', 'word', 'level', 'captures', 'biases', 'that', 'are', 'not', 'captured', 'at', 'the', 'sentence', 'level,', 'confirming', 'the', 'need', 'for', 'our', 'novel', 'approach.']",
203,Assessing Social and Intersectional Biases in Contextualized Word Representations.,,,,,,,Social,Social,[],[],,,,,https://www.semanticscholar.org/paper/Assessing-Social-and-Intersectional-Biases-in-Word-Tan-Celis/039b1c1210c437f3b3ce6e0275ee2137bf5b951c,22,Title,0,Assessing Social and Intersectional Biases in Contextualized Word Representations.,"['Assessing', 'Social', 'and', 'Intersectional', 'Biases', 'in', 'Contextualized', 'Word', 'Representations.']",
204,This paper presents University College Dublin’s (UCD) work at TREC 2019-B Incident Streams (IS) track.,,,,,,,Dublin,Dublin,[],[],,,,,https://www.semanticscholar.org/paper/Classification-for-Crisis-Related-Tweets-Leveraging-Wang-Lillis/08cd047b370b37c171a00825e06f758235f7ec7f,23,Abstract,0,This paper presents University College Dublin’s (UCD) work at TREC 2019-B Incident Streams (IS) track.,"['This', 'paper', 'presents', 'University', 'College', 'Dublin’s', '(UCD)', 'work', 'at', 'TREC', '2019-B', 'Incident', 'Streams', '(IS)', 'track.']",
205,The purpose of the IS track is to find actionable messages and estimate their priority among a stream of crisis-related tweets.,,,,,,,is,is,['The purpose of the IS track'],[],,,,,https://www.semanticscholar.org/paper/Classification-for-Crisis-Related-Tweets-Leveraging-Wang-Lillis/08cd047b370b37c171a00825e06f758235f7ec7f,23,Abstract,1,The purpose of the IS track is to find actionable messages and estimate their priority among a stream of crisis-related tweets.,"['The', 'purpose', 'of', 'the', 'IS', 'track', 'is', 'to', 'find', 'actionable', 'messages', 'and', 'estimate', 'their', 'priority', 'among', 'a', 'stream', 'of', 'crisis-related', 'tweets.']",
206,"Based on the track’s requirements, we break down the task into two sub-tasks.",,,,,,,break,break,['we'],[],,,,,https://www.semanticscholar.org/paper/Classification-for-Crisis-Related-Tweets-Leveraging-Wang-Lillis/08cd047b370b37c171a00825e06f758235f7ec7f,23,Abstract,2,"Based on the track’s requirements, we break down the task into two sub-tasks.","['Based', 'on', 'the', 'track’s', 'requirements,', 'we', 'break', 'down', 'the', 'task', 'into', 'two', 'sub-tasks.']",
207,One is defined as a multi-label classification task that categorises upcoming tweets into different aid requests.,,,,,,,defined,is defined,['One'],[],,,,,https://www.semanticscholar.org/paper/Classification-for-Crisis-Related-Tweets-Leveraging-Wang-Lillis/08cd047b370b37c171a00825e06f758235f7ec7f,23,Abstract,3,One is defined as a multi-label classification task that categorises upcoming tweets into different aid requests.,"['One', 'is', 'defined', 'as', 'a', 'multi-label', 'classification', 'task', 'that', 'categorises', 'upcoming', 'tweets', 'into', 'different', 'aid', 'requests.']",
208,The other is defined as a single-label classification task that estimates these tweets with four different levels of priority.,,,,,,,defined,is defined,['The other'],[],,,,,https://www.semanticscholar.org/paper/Classification-for-Crisis-Related-Tweets-Leveraging-Wang-Lillis/08cd047b370b37c171a00825e06f758235f7ec7f,23,Abstract,4,The other is defined as a single-label classification task that estimates these tweets with four different levels of priority.,"['The', 'other', 'is', 'defined', 'as', 'a', 'single-label', 'classification', 'task', 'that', 'estimates', 'these', 'tweets', 'with', 'four', 'different', 'levels', 'of', 'priority.']",
209,"For the track, we submitted four runs, each of which uses a different model for the tasks.",,,,,,,submitted,submitted,"[',', 'we']",[],,,,,https://www.semanticscholar.org/paper/Classification-for-Crisis-Related-Tweets-Leveraging-Wang-Lillis/08cd047b370b37c171a00825e06f758235f7ec7f,23,Abstract,5,"For the track, we submitted four runs, each of which uses a different model for the tasks.","['For', 'the', 'track,', 'we', 'submitted', 'four', 'runs,', 'each', 'of', 'which', 'uses', 'a', 'different', 'model', 'for', 'the', 'tasks.']",
210,"Our baseline run trains classification models with hand-crafted features through machine learning methods, namely Logistic Regression and Naïve Bayes.",,,,,,,run,run,[],[],,,,,https://www.semanticscholar.org/paper/Classification-for-Crisis-Related-Tweets-Leveraging-Wang-Lillis/08cd047b370b37c171a00825e06f758235f7ec7f,23,Abstract,6,"Our baseline run trains classification models with hand-crafted features through machine learning methods, namely Logistic Regression and Naïve Bayes.","['Our', 'baseline', 'run', 'trains', 'classification', 'models', 'with', 'hand-crafted', 'features', 'through', 'machine', 'learning', 'methods,', 'namely', 'Logistic', 'Regression', 'and', 'Naïve', 'Bayes.']",
211,Our other three runs train classification models with different deep learning methods.,,,,,,,models,models,['Our other'],[],,,,,https://www.semanticscholar.org/paper/Classification-for-Crisis-Related-Tweets-Leveraging-Wang-Lillis/08cd047b370b37c171a00825e06f758235f7ec7f,23,Abstract,7,Our other three runs train classification models with different deep learning methods.,"['Our', 'other', 'three', 'runs', 'train', 'classification', 'models', 'with', 'different', 'deep', 'learning', 'methods.']",
212,"The deep methods include a vanilla bidirectional long short-term memory recurrent neural network (biLSTM), an adapted biLSTM, and a bi-attentive classification network (BCN) with pre-trained contextualised ELMo embedding.",,,,,,,include,include,['The deep methods'],[],,,,,https://www.semanticscholar.org/paper/Classification-for-Crisis-Related-Tweets-Leveraging-Wang-Lillis/08cd047b370b37c171a00825e06f758235f7ec7f,23,Abstract,8,"The deep methods include a vanilla bidirectional long short-term memory recurrent neural network (biLSTM), an adapted biLSTM, and a bi-attentive classification network (BCN) with pre-trained contextualised ELMo embedding.","['The', 'deep', 'methods', 'include', 'a', 'vanilla', 'bidirectional', 'long', 'short-term', 'memory', 'recurrent', 'neural', 'network', '(biLSTM),', 'an', 'adapted', 'biLSTM,', 'and', 'a', 'bi-attentive', 'classification', 'network', '(BCN)', 'with', 'pre-trained', 'contextualised', 'ELMo', 'embedding.']",
213,"For all the runs, we apply different word embeddings (in-domain pre-trained, word-level pre-trained GloVe, character-level, or ELMo embeddings) and data augmentation strategies (SMOTE, loss weights, or GPT-2) to explore the influence they have on performance.",,,,,,,embeddings,embeddings,[],[],,,,,https://www.semanticscholar.org/paper/Classification-for-Crisis-Related-Tweets-Leveraging-Wang-Lillis/08cd047b370b37c171a00825e06f758235f7ec7f,23,Abstract,9,"For all the runs, we apply different word embeddings (in-domain pre-trained, word-level pre-trained GloVe, character-level, or ELMo embeddings) and data augmentation strategies (SMOTE, loss weights, or GPT-2) to explore the influence they have on performance.","['For', 'all', 'the', 'runs,', 'we', 'apply', 'different', 'word', 'embeddings', '(in-domain', 'pre-trained,', 'word-level', 'pre-trained', 'GloVe,', 'character-level,', 'or', 'ELMo', 'embeddings)', 'and', 'data', 'augmentation', 'strategies', '(SMOTE,', 'loss', 'weights,', 'or', 'GPT-2)', 'to', 'explore', 'the', 'influence', 'they', 'have', 'on', 'performance.']",
214,Evaluation results show that our models perform better than the median for most situations.,,,,,,,show,show,"['Evaluation', 'results']",[],,,,,https://www.semanticscholar.org/paper/Classification-for-Crisis-Related-Tweets-Leveraging-Wang-Lillis/08cd047b370b37c171a00825e06f758235f7ec7f,23,Abstract,10,Evaluation results show that our models perform better than the median for most situations.,"['Evaluation', 'results', 'show', 'that', 'our', 'models', 'perform', 'better', 'than', 'the', 'median', 'for', 'most', 'situations.']",
215,Classification for Crisis-Related Tweets Leveraging Word Embeddings and Data Augmentation.,,,,,,,Classification,Classification,[],[],,,,,https://www.semanticscholar.org/paper/Classification-for-Crisis-Related-Tweets-Leveraging-Wang-Lillis/08cd047b370b37c171a00825e06f758235f7ec7f,23,Title,0,Classification for Crisis-Related Tweets Leveraging Word Embeddings and Data Augmentation.,"['Classification', 'for', 'Crisis-Related', 'Tweets', 'Leveraging', 'Word', 'Embeddings', 'and', 'Data', 'Augmentation.']",
216,"This paper presents a new sequence-to-sequence (seq2seq) pre-training method PoDA (Pre-training of Denoising Autoencoders), which learns representations suitable for text generation tasks.",,,,,,,presents,presents,"['This', 'paper']",[],,,,,https://www.semanticscholar.org/paper/Denoising-based-Sequence-to-Sequence-Pre-training-Wang-Zhao/4f4de89e3adb6742433a8edc667fe07422082a15,24,Abstract,0,"This paper presents a new sequence-to-sequence (seq2seq) pre-training method PoDA (Pre-training of Denoising Autoencoders), which learns representations suitable for text generation tasks.","['This', 'paper', 'presents', 'a', 'new', 'sequence-to-sequence', '(seq2seq)', 'pre-training', 'method', 'PoDA', '(Pre-training', 'of', 'Denoising', 'Autoencoders),', 'which', 'learns', 'representations', 'suitable', 'for', 'text', 'generation', 'tasks.']",
217,"Unlike encoder-only (e.g.,",BERT,") or decoder-only (e.g., OpenAI GPT) pre-training approaches, PoDA jointly pre-trains both the encoder and decoder by denoising the noise-corrupted text, and it also has the advantage of keeping the network architecture unchanged in the subsequent fine-tuning stage.",keeping,[],[],1.0,advantage,advantage,[],[],pre-trains,or,"['PROPN', 'ADV', 'NOUN']","['BERT', 'e.g.', 'encoder']",https://www.semanticscholar.org/paper/Denoising-based-Sequence-to-Sequence-Pre-training-Wang-Zhao/4f4de89e3adb6742433a8edc667fe07422082a15,24,Abstract,1,"Unlike encoder-only (e.g., BERT) or decoder-only (e.g., OpenAI GPT) pre-training approaches, PoDA jointly pre-trains both the encoder and decoder by denoising the noise-corrupted text, and it also has the advantage of keeping the network architecture unchanged in the subsequent fine-tuning stage.","['Unlike', 'encoder-only', '(e.g.,', 'BERT', ')', 'or', 'decoder-only', '(e.g.,', 'OpenAI', 'GPT)', 'pre-training', 'approaches,', 'PoDA', 'jointly', 'pre-trains', 'both', 'the', 'encoder', 'and', 'decoder', 'by', 'denoising', 'the', 'noise-corrupted', 'text,', 'and', 'it', 'also', 'has', 'the', 'advantage', 'of', 'keeping', 'the', 'network', 'architecture', 'unchanged', 'in', 'the', 'subsequent', 'fine-tuning', 'stage.']","(3, 4)"
218,"Meanwhile, we design a hybrid model of Transformer and pointer-generator networks as the backbone architecture for PoDA.",,,,,,,design,design,['we'],[],,,,,https://www.semanticscholar.org/paper/Denoising-based-Sequence-to-Sequence-Pre-training-Wang-Zhao/4f4de89e3adb6742433a8edc667fe07422082a15,24,Abstract,2,"Meanwhile, we design a hybrid model of Transformer and pointer-generator networks as the backbone architecture for PoDA.","['Meanwhile,', 'we', 'design', 'a', 'hybrid', 'model', 'of', 'Transformer', 'and', 'pointer-generator', 'networks', 'as', 'the', 'backbone', 'architecture', 'for', 'PoDA.']",
219,"We conduct experiments on two text generation tasks: abstractive summarization, and grammatical error correction.",,,,,,,experiments,experiments,['We'],[],,,,,https://www.semanticscholar.org/paper/Denoising-based-Sequence-to-Sequence-Pre-training-Wang-Zhao/4f4de89e3adb6742433a8edc667fe07422082a15,24,Abstract,3,"We conduct experiments on two text generation tasks: abstractive summarization, and grammatical error correction.","['We', 'conduct', 'experiments', 'on', 'two', 'text', 'generation', 'tasks:', 'abstractive', 'summarization,', 'and', 'grammatical', 'error', 'correction.']",
220,Results on four datasets show that PoDA can improve model performance over strong baselines without using any task-specific techniques and significantly speed up convergence.,,,,,,,show,show,[],[],,,,,https://www.semanticscholar.org/paper/Denoising-based-Sequence-to-Sequence-Pre-training-Wang-Zhao/4f4de89e3adb6742433a8edc667fe07422082a15,24,Abstract,4,Results on four datasets show that PoDA can improve model performance over strong baselines without using any task-specific techniques and significantly speed up convergence.,"['Results', 'on', 'four', 'datasets', 'show', 'that', 'PoDA', 'can', 'improve', 'model', 'performance', 'over', 'strong', 'baselines', 'without', 'using', 'any', 'task-specific', 'techniques', 'and', 'significantly', 'speed', 'up', 'convergence.']",
221,Denoising based Sequence-to-Sequence Pre-training for Text Generation.,,,,,,,to,to,['Denoising based Sequence'],[],,,,,https://www.semanticscholar.org/paper/Denoising-based-Sequence-to-Sequence-Pre-training-Wang-Zhao/4f4de89e3adb6742433a8edc667fe07422082a15,24,Title,0,Denoising based Sequence-to-Sequence Pre-training for Text Generation.,"['Denoising', 'based', 'Sequence-to-Sequence', 'Pre-training', 'for', 'Text', 'Generation.']",
222,"Data scarcity is a long-standing and crucial challenge that hinders quick development of task-oriented dialogue systems across multiple domains: task-oriented dialogue models are expected to learn grammar, syntax, dialogue reasoning, decision making, and language generation from absurdly small amounts of task-specific data.",,,,,,,is,is,['Data scarcity'],[],,,,,https://www.semanticscholar.org/paper/Hello%2C-It's-GPT-2-How-Can-I-Help-You-Towards-the-of-Budzianowski-Vulic/a5ed9dfc0725bffb6428a2cc297a15265377906c,25,Abstract,0,"Data scarcity is a long-standing and crucial challenge that hinders quick development of task-oriented dialogue systems across multiple domains: task-oriented dialogue models are expected to learn grammar, syntax, dialogue reasoning, decision making, and language generation from absurdly small amounts of task-specific data.","['Data', 'scarcity', 'is', 'a', 'long-standing', 'and', 'crucial', 'challenge', 'that', 'hinders', 'quick', 'development', 'of', 'task-oriented', 'dialogue', 'systems', 'across', 'multiple', 'domains:', 'task-oriented', 'dialogue', 'models', 'are', 'expected', 'to', 'learn', 'grammar,', 'syntax,', 'dialogue', 'reasoning,', 'decision', 'making,', 'and', 'language', 'generation', 'from', 'absurdly', 'small', 'amounts', 'of', 'task-specific', 'data.']",
223,"In this paper, we demonstrate that recent progress in language modeling pre-training and transfer learning shows promise to overcome this problem.",,,,,,,demonstrate,demonstrate,"[',', 'we']",[],,,,,https://www.semanticscholar.org/paper/Hello%2C-It's-GPT-2-How-Can-I-Help-You-Towards-the-of-Budzianowski-Vulic/a5ed9dfc0725bffb6428a2cc297a15265377906c,25,Abstract,1,"In this paper, we demonstrate that recent progress in language modeling pre-training and transfer learning shows promise to overcome this problem.","['In', 'this', 'paper,', 'we', 'demonstrate', 'that', 'recent', 'progress', 'in', 'language', 'modeling', 'pre-training', 'and', 'transfer', 'learning', 'shows', 'promise', 'to', 'overcome', 'this', 'problem.']",
224,We propose a task-oriented dialogue model that operates solely on text input: it effectively bypasses explicit policy and language generation modules.,,,,,,,generation,generation,[],[],,,,,https://www.semanticscholar.org/paper/Hello%2C-It's-GPT-2-How-Can-I-Help-You-Towards-the-of-Budzianowski-Vulic/a5ed9dfc0725bffb6428a2cc297a15265377906c,25,Abstract,2,We propose a task-oriented dialogue model that operates solely on text input: it effectively bypasses explicit policy and language generation modules.,"['We', 'propose', 'a', 'task-oriented', 'dialogue', 'model', 'that', 'operates', 'solely', 'on', 'text', 'input:', 'it', 'effectively', 'bypasses', 'explicit', 'policy', 'and', 'language', 'generation', 'modules.']",
225,"Building on top of the TransferTransfo framework (Wolf et al., 2019) and generative model pre-training (Radford et al., 2019), we validate the approach on complex multi-domain task-oriented dialogues from the MultiWOZ dataset.",,,,,,,validate,validate,"['Building on top of the TransferTransfo framework ( Wolf et al . , 2019 ) and generative model pre - training ( Radford et al . , 2019 )', ',', 'we']",[],,,,,https://www.semanticscholar.org/paper/Hello%2C-It's-GPT-2-How-Can-I-Help-You-Towards-the-of-Budzianowski-Vulic/a5ed9dfc0725bffb6428a2cc297a15265377906c,25,Abstract,3,"Building on top of the TransferTransfo framework (Wolf et al., 2019) and generative model pre-training (Radford et al., 2019), we validate the approach on complex multi-domain task-oriented dialogues from the MultiWOZ dataset.","['Building', 'on', 'top', 'of', 'the', 'TransferTransfo', 'framework', '(Wolf', 'et', 'al.,', '2019)', 'and', 'generative', 'model', 'pre-training', '(Radford', 'et', 'al.,', '2019),', 'we', 'validate', 'the', 'approach', 'on', 'complex', 'multi-domain', 'task-oriented', 'dialogues', 'from', 'the', 'MultiWOZ', 'dataset.']",
226,Our automatic and human evaluations show that the proposed model is on par with a strong task-specific neural baseline.,,,,,,,show,show,"['automatic and', 'Our human evaluations']",[],,,,,https://www.semanticscholar.org/paper/Hello%2C-It's-GPT-2-How-Can-I-Help-You-Towards-the-of-Budzianowski-Vulic/a5ed9dfc0725bffb6428a2cc297a15265377906c,25,Abstract,4,Our automatic and human evaluations show that the proposed model is on par with a strong task-specific neural baseline.,"['Our', 'automatic', 'and', 'human', 'evaluations', 'show', 'that', 'the', 'proposed', 'model', 'is', 'on', 'par', 'with', 'a', 'strong', 'task-specific', 'neural', 'baseline.']",
227,"In the long run, our approach holds promise to mitigate the data scarcity problem, and to support the construction of more engaging and more eloquent task-oriented conversational agents.",,,,,,,promise,promise,"['our approach', 'holds']",[],,,,,https://www.semanticscholar.org/paper/Hello%2C-It's-GPT-2-How-Can-I-Help-You-Towards-the-of-Budzianowski-Vulic/a5ed9dfc0725bffb6428a2cc297a15265377906c,25,Abstract,5,"In the long run, our approach holds promise to mitigate the data scarcity problem, and to support the construction of more engaging and more eloquent task-oriented conversational agents.","['In', 'the', 'long', 'run,', 'our', 'approach', 'holds', 'promise', 'to', 'mitigate', 'the', 'data', 'scarcity', 'problem,', 'and', 'to', 'support', 'the', 'construction', 'of', 'more', 'engaging', 'and', 'more', 'eloquent', 'task-oriented', 'conversational', 'agents.']",
